id_transaccion,id_cliente,fecha_transaccion,categoria_producto,cantidad,precio_unitario,descuento_pct,canal_venta,monto_compra,nombre,edad,ciudad,fecha_registro,categoria_favorita,ingreso_estimado,ciudad_normalizada,segmento_cliente,canal_adquisicion,metodo_pago_preferido,score_fidelizacion,region,macrozona,outlier_precio_unitario_iqr,outlier_precio_unitario_zscore,outlier_monto_compra_iqr,outlier_monto_compra_zscore,monto_bruto,monto_descuento,antiguedad_cliente_dias,nivel_fidelizacion,codigo_macrozona,compra_con_descuento,score_fidelizacion_norm,grupo_edad,rango_monto_compra
50212,1211,2024-08-16,Hogar,1,196722.07,0.1,Marketplace,177049.86,Daniela González,33,Temuco,2023-08-08,Deportes,753326.0,temuco,Plata,Orgánico,Tarjeta crédito,78,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,196722.07,19672.207000000002,374,Media,3,Sí,0.6333333333333333,30-44,Medio
50213,1161,2024-02-28,Deportes,4,177654.11,0.05,App,675085.62,Vicente Torres,45,Antofagasta,2023-01-20,Moda,1276579.0,antofagasta,Oro,Facebook,Tarjeta crédito,95,RegiÃ³n de Antofagasta,Norte,False,False,False,False,710616.44,35530.822,404,Alta,1,Sí,0.9166666666666666,45-59,Muy alto
50214,1082,2024-06-03,Moda,3,113272.11,0.15,App,288843.88,Camila López,55,La Serena,2023-01-10,Libros,591306.0,la serena,Oro,Instagram,Tarjeta crédito,99,RegiÃ³n de Coquimbo,Norte,False,False,False,False,339816.33,50972.4495,510,Alta,1,Sí,0.9833333333333333,45-59,Medio
50215,1299,2024-12-21,Moda,1,17216.61,0.0,Web,17216.61,Valentina Morales,31,Valparaíso,2023-01-31,Hogar,300000.0,valparaiso,Premium,Instagram,Tarjeta crédito,56,Sin información,Sin información,False,False,False,False,17216.61,0.0,690,Baja,0,No,0.26666666666666666,30-44,Bajo
50216,1116,2024-03-25,Moda,1,143630.39,0.05,App,136448.87,María Torres,36,Concepción,2023-02-03,Libros,778801.0,concepcion,Oro,Orgánico,Transferencia,79,Sin información,Sin información,False,False,False,False,143630.39,7181.519500000001,416,Media,0,Sí,0.65,30-44,Bajo
50217,1074,2024-12-15,Libros,2,56364.37,0.0,Web,112728.74,Sofía Torres,64,Santiago,2024-11-29,Moda,1020788.0,santiago,Oro,Referido,Tarjeta débito,97,RegiÃ³n Metropolitana,Centro,False,False,False,False,112728.74,0.0,16,Alta,2,No,0.95,60+,Bajo
50218,1044,2024-10-31,Libros,5,38825.18,0.2,App,155300.72,Matías Hernández,60,Valparaíso,2024-03-29,Libros,954839.0,valparaiso,Bronce,Instagram,Tarjeta débito,54,Sin información,Sin información,False,False,False,False,194125.9,38825.18,216,Baja,0,Sí,0.23333333333333334,60+,Medio
50219,1164,2024-05-09,Moda,4,359164.20375,0.0,Marketplace,1107260.74625,Tomás Sepúlveda,69,Santiago,2023-08-31,Deportes,578384.0,santiago,Plata,Referido,PayPal,47,RegiÃ³n Metropolitana,Centro,True,True,True,True,1436656.815,0.0,252,Baja,2,No,0.11666666666666667,60+,Muy alto
50220,1125,2024-02-17,Libros,3,222904.47,0.05,Marketplace,635277.74,Tomás Pérez,31,Santiago,2024-10-06,Tecnología,1312885.0,santiago,Plata,Referido,Transferencia,71,RegiÃ³n Metropolitana,Centro,False,False,False,False,668713.41,33435.6705,-232,Media,2,Sí,0.5166666666666667,30-44,Muy alto
50221,1014,2024-12-21,Tecnología,4,71385.34,0.0,Marketplace,285541.36,Diego Fuentes,56,Puerto Montt,2022-11-19,Belleza,871419.0,puerto montt,Premium,Instagram,Transferencia,100,RegiÃ³n de Los Lagos,Sur,False,False,False,False,285541.36,0.0,763,Alta,3,No,1.0,45-59,Medio
50222,1112,2024-10-13,Belleza,4,220859.13,0.05,Web,839264.69,Vicente Rojas,52,Santiago,2024-10-20,Libros,514152.0,santiago,Premium,Orgánico,PayPal,91,RegiÃ³n Metropolitana,Centro,False,False,False,False,883436.52,44171.826,-7,Alta,2,Sí,0.85,45-59,Muy alto
50223,1298,2024-11-09,Deportes,1,141040.19,0.15,App,119884.16,Camila Díaz,39,Valparaíso,2023-11-27,Tecnología,924876.0,valparaiso,Plata,Facebook,Tarjeta débito,69,Sin información,Sin información,False,False,False,False,141040.19,21156.0285,348,Media,0,Sí,0.48333333333333334,30-44,Bajo
50224,1132,2024-08-01,Hogar,4,201889.01,0.15,Marketplace,686422.63,Antonia Pérez,56,Puerto Montt,2022-11-18,Tecnología,1042131.0,puerto montt,Plata,Facebook,PayPal,64,RegiÃ³n de Los Lagos,Sur,False,False,False,False,807556.04,121133.406,622,Baja,3,Sí,0.4,45-59,Muy alto
50225,1298,2024-03-04,Tecnología,4,112934.08,0.1,Web,406562.69,Camila Díaz,39,Valparaíso,2023-11-27,Tecnología,924876.0,valparaiso,Plata,Facebook,Tarjeta débito,69,Sin información,Sin información,False,False,False,False,451736.32,45173.632000000005,98,Media,0,Sí,0.48333333333333334,30-44,Alto
50226,1093,2024-01-17,Moda,5,106225.28,0.15,App,451457.44,Juan Pérez,36,Concepción,2023-06-11,Moda,1178187.0,concepcion,Oro,Facebook,Tarjeta crédito,89,Sin información,Sin información,False,False,False,False,531126.4,79668.96,220,Alta,0,Sí,0.8166666666666667,30-44,Alto
50227,1297,2024-10-24,Deportes,1,123688.04,0.05,Web,117503.64,Diego Rojas,49,La Serena,2023-03-20,Belleza,1033414.0,la serena,Oro,Google Ads,Transferencia,42,RegiÃ³n de Coquimbo,Norte,False,False,False,False,123688.04,6184.402,584,Baja,1,Sí,0.03333333333333333,45-59,Bajo
50228,1149,2024-12-28,Deportes,5,45254.74,0.05,Marketplace,214960.02,Tomás Torres,26,Santiago,2024-05-07,Belleza,808063.0,santiago,Plata,Referido,Tarjeta crédito,65,RegiÃ³n Metropolitana,Centro,False,False,False,False,226273.69999999998,11313.685,235,Media,2,Sí,0.4166666666666667,18-29,Medio
50229,1008,2024-11-09,Moda,2,186826.3,0.05,App,354969.97,Sofía González,23,Temuco,2024-12-31,Tecnología,645729.0,temuco,Plata,Facebook,Transferencia,62,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,373652.6,18682.63,-52,Baja,3,Sí,0.36666666666666664,18-29,Alto
50230,1279,2024-02-13,Tecnología,1,94902.64,0.1,Marketplace,85412.38,Catalina González,62,Rancagua,2022-06-25,Moda,968216.0,rancagua,Plata,Instagram,Tarjeta crédito,45,RegiÃ³n de O'Higgins,Centro,False,False,False,False,94902.64,9490.264000000001,598,Baja,2,Sí,0.08333333333333333,60+,Bajo
50231,1023,2024-12-07,Deportes,5,130363.38,0.05,App,619226.06,Valentina Díaz,53,Santiago,2023-05-06,Libros,382581.0,santiago,Bronce,Orgánico,PayPal,88,RegiÃ³n Metropolitana,Centro,False,False,False,False,651816.9,32590.845,581,Alta,2,Sí,0.8,45-59,Muy alto
50232,1263,2024-07-06,Libros,1,12432.79,0.0,App,12432.79,Matías López,52,Puerto Montt,2024-10-02,Deportes,954251.0,puerto montt,Premium,Orgánico,Tarjeta crédito,71,RegiÃ³n de Los Lagos,Sur,False,False,False,False,12432.79,0.0,-88,Media,3,No,0.5166666666666667,45-59,Bajo
50233,1296,2024-12-24,Deportes,3,38925.8,0.0,App,116777.4,Diego Martínez,49,Antofagasta,2024-02-22,Libros,933572.0,antofagasta,Bronce,Referido,Tarjeta crédito,67,RegiÃ³n de Antofagasta,Norte,False,False,False,False,116777.40000000001,0.0,306,Media,1,No,0.45,45-59,Bajo
50234,1288,2024-03-09,Deportes,3,136297.98,0.1,App,368004.55,Valentina Rojas,44,Antofagasta,2022-06-11,Moda,826286.0,antofagasta,Bronce,Referido,Transferencia,71,RegiÃ³n de Antofagasta,Norte,False,False,False,False,408893.94000000006,40889.39400000001,637,Media,1,Sí,0.5166666666666667,30-44,Alto
50235,1084,2024-08-10,Tecnología,5,230923.45,0.15,App,981424.66,Matías Torres,59,La Serena,2022-01-30,Deportes,751245.0,la serena,Oro,Referido,Tarjeta crédito,66,RegiÃ³n de Coquimbo,Norte,False,False,False,False,1154617.25,173192.5875,923,Media,1,Sí,0.43333333333333335,45-59,Muy alto
50236,1213,2024-02-03,Hogar,2,83576.14,0.05,App,158794.67,Juan Morales,64,Puerto Montt,2023-01-30,Hogar,641985.0,puerto montt,Oro,Facebook,PayPal,72,RegiÃ³n de Los Lagos,Sur,False,False,False,False,167152.28,8357.614,369,Media,3,Sí,0.5333333333333333,60+,Medio
50237,1016,2024-10-08,Tecnología,4,105624.22,0.1,Web,380247.19,Tomás Sepúlveda,52,Puerto Montt,2022-01-23,Deportes,760815.0,puerto montt,Oro,Google Ads,Tarjeta crédito,74,RegiÃ³n de Los Lagos,Sur,False,False,False,False,422496.88,42249.688,989,Media,3,Sí,0.5666666666666667,45-59,Alto
50238,1192,2024-10-26,Libros,2,177904.88,0.0,App,355809.76,Benjamín Fuentes,64,Rancagua,2023-08-14,Deportes,300000.0,rancagua,Bronce,Orgánico,Transferencia,48,RegiÃ³n de O'Higgins,Centro,False,False,False,False,355809.76,0.0,439,Baja,2,No,0.13333333333333333,60+,Alto
50239,1220,2024-09-11,Hogar,4,212484.88,0.0,Marketplace,849939.52,Antonia Pérez,54,Puerto Montt,2024-08-17,Moda,528664.0,puerto montt,Oro,Instagram,Tarjeta crédito,67,RegiÃ³n de Los Lagos,Sur,False,False,False,False,849939.52,0.0,25,Media,3,No,0.45,45-59,Muy alto
50240,1079,2024-12-09,Deportes,2,103689.2,0.15,Marketplace,176271.64,Antonia Díaz,41,La Serena,2024-11-18,Libros,1195827.0,la serena,Plata,Google Ads,Tarjeta débito,71,RegiÃ³n de Coquimbo,Norte,False,False,False,False,207378.4,31106.76,21,Media,1,Sí,0.5166666666666667,30-44,Medio
50241,1267,2024-10-22,Belleza,2,186837.75,0.2,App,478304.64,Fernanda López,52,Valparaíso,2024-05-21,Hogar,1201143.0,valparaiso,Premium,Referido,Tarjeta débito,70,Sin información,Sin información,False,False,False,False,373675.5,74735.1,154,Media,0,Sí,0.5,45-59,Alto
50242,1297,2024-12-04,Belleza,5,200957.8,0.05,App,954549.55,Diego Rojas,49,La Serena,2023-03-20,Belleza,1033414.0,la serena,Oro,Google Ads,Transferencia,42,RegiÃ³n de Coquimbo,Norte,False,False,False,False,1004789.0,50239.450000000004,625,Baja,1,Sí,0.03333333333333333,45-59,Muy alto
50243,1273,2024-08-20,Tecnología,1,201224.76,0.2,App,160979.81,Juan Torres,18,Puerto Montt,2022-11-14,Deportes,1161524.0,puerto montt,Oro,Orgánico,Tarjeta crédito,48,RegiÃ³n de Los Lagos,Sur,False,False,False,False,201224.76,40244.952000000005,645,Baja,3,Sí,0.13333333333333333,18-29,Medio
50244,1206,2024-09-09,Deportes,5,242268.34,0.1,Marketplace,1090207.53,Pedro Torres,26,Santiago,2024-11-23,Tecnología,683208.0,santiago,Oro,Orgánico,Tarjeta crédito,58,RegiÃ³n Metropolitana,Centro,False,False,False,False,1211341.7,121134.17,-75,Baja,2,Sí,0.3,18-29,Muy alto
50245,1028,2024-07-12,Hogar,1,155924.06,0.15,App,132535.45,Benjamín Silva,40,Valparaíso,2024-02-02,Belleza,749816.0,valparaiso,Oro,Google Ads,Tarjeta crédito,74,Sin información,Sin información,False,False,False,False,155924.06,23388.609,161,Media,0,Sí,0.5666666666666667,30-44,Bajo
50246,1190,2024-12-07,Tecnología,2,15533.28,0.15,Marketplace,26406.58,Sofía Silva,39,Valparaíso,2023-03-14,Tecnología,1199974.0,valparaiso,Oro,Orgánico,PayPal,45,Sin información,Sin información,False,False,False,False,31066.56,4659.984,634,Baja,0,Sí,0.08333333333333333,30-44,Bajo
50247,1186,2024-09-10,Belleza,5,47107.86,0.05,Marketplace,223762.34,Antonia Rodríguez,22,Temuco,2023-10-21,Moda,1144053.0,temuco,Bronce,Instagram,Tarjeta débito,85,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,235539.3,11776.965,325,Alta,3,Sí,0.75,18-29,Medio
50248,1159,2024-03-09,Tecnología,4,23571.26,0.05,Marketplace,89570.79,Benjamín Pérez,22,Desconocida,2022-03-04,Libros,781103.0,,Plata,Google Ads,Tarjeta débito,57,Sin información,Sin información,False,False,False,False,94285.04,4714.2519999999995,736,Baja,0,Sí,0.2833333333333333,18-29,Bajo
50249,1155,2024-11-24,Libros,5,45585.3,0.2,Web,182341.2,Javiera Fuentes,57,Temuco,2024-09-08,Tecnología,708074.0,temuco,Oro,Facebook,PayPal,65,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,227926.5,45585.3,77,Media,3,Sí,0.4166666666666667,45-59,Medio
50250,1013,2024-04-09,Libros,1,186009.96,0.05,Web,176709.46,Daniela Muñoz,35,Temuco,2024-01-27,Belleza,824775.0,temuco,Bronce,Orgánico,Tarjeta débito,70,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,186009.96,9300.498,73,Media,3,Sí,0.5,30-44,Medio
50251,1062,2024-12-20,Moda,2,227098.64,0.0,App,454197.28,Javiera Soto,22,Concepción,2022-08-08,Moda,1019489.0,concepcion,Oro,Referido,Tarjeta débito,64,Sin información,Sin información,False,False,False,False,454197.28,0.0,865,Baja,0,No,0.4,18-29,Alto
50252,1297,2024-01-17,Belleza,2,20114.45,0.0,App,40228.9,Diego Rojas,49,La Serena,2023-03-20,Belleza,1033414.0,la serena,Oro,Google Ads,Transferencia,42,RegiÃ³n de Coquimbo,Norte,False,False,False,False,40228.9,0.0,303,Baja,1,No,0.03333333333333333,45-59,Bajo
50253,1056,2024-06-29,Tecnología,3,47150.9,0.05,Marketplace,134380.06,Benjamín Rojas,32,Antofagasta,2022-05-21,Moda,541550.0,antofagasta,Oro,Google Ads,Tarjeta crédito,60,RegiÃ³n de Antofagasta,Norte,False,False,False,False,141452.7,7072.635000000001,770,Baja,1,Sí,0.3333333333333333,30-44,Bajo
50254,1247,2024-06-06,Moda,5,6185.96,0.0,Web,30929.8,Camila Rodríguez,66,Valparaíso,2024-08-14,Libros,1287879.0,valparaiso,Oro,Referido,Tarjeta crédito,77,Sin información,Sin información,False,False,False,False,30929.8,0.0,-69,Media,0,No,0.6166666666666667,60+,Bajo
50255,1180,2024-08-26,Moda,4,16176.94,0.15,App,55001.6,Pedro Martínez,57,Temuco,2022-03-27,Tecnología,1278579.0,temuco,Oro,Orgánico,Transferencia,57,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,64707.76,9706.164,883,Baja,3,Sí,0.2833333333333333,45-59,Bajo
50256,1136,2024-07-08,Deportes,5,197463.26,0.2,App,789853.04,Daniela Muñoz,29,Puerto Montt,2024-04-22,Libros,781192.0,puerto montt,Oro,Referido,Tarjeta débito,97,RegiÃ³n de Los Lagos,Sur,False,False,False,False,987316.3,197463.26,77,Alta,3,Sí,0.95,18-29,Muy alto
50257,1262,2024-05-25,Moda,1,170189.69,0.15,Web,144661.24,María Silva,36,Valparaíso,2024-06-10,Belleza,456539.0,valparaiso,Premium,Facebook,Tarjeta débito,57,Sin información,Sin información,False,False,False,False,170189.69,25528.4535,-16,Baja,0,Sí,0.2833333333333333,30-44,Medio
50258,1132,2024-04-30,Libros,4,206456.62,0.0,Web,825826.48,Antonia Pérez,56,Puerto Montt,2022-11-18,Tecnología,1042131.0,puerto montt,Plata,Facebook,PayPal,64,RegiÃ³n de Los Lagos,Sur,False,False,False,False,825826.48,0.0,529,Baja,3,No,0.4,45-59,Muy alto
50259,1215,2024-06-18,Deportes,3,246204.79,0.2,Marketplace,590891.5,Sofía Díaz,28,Rancagua,2022-09-22,Libros,574547.0,rancagua,Plata,Referido,Transferencia,41,RegiÃ³n de O'Higgins,Centro,False,False,False,False,738614.37,147722.874,635,Baja,2,Sí,0.016666666666666666,18-29,Muy alto
50260,1097,2024-11-23,Hogar,3,139905.15,0.05,App,398729.68,Benjamín Pérez,63,Temuco,2024-11-24,Libros,763851.0,temuco,Premium,Instagram,Tarjeta crédito,98,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,419715.44999999995,20985.7725,-1,Alta,3,Sí,0.9666666666666667,60+,Alto
50261,1208,2024-11-08,Moda,3,99831.02,0.0,Web,299493.06,Catalina Hernández,69,Concepción,2022-01-15,Libros,963387.0,concepcion,Oro,Referido,Transferencia,92,Sin información,Sin información,False,False,False,False,299493.06,0.0,1028,Alta,0,No,0.8666666666666667,60+,Alto
50262,1209,2024-04-02,Libros,4,113874.59,0.0,Marketplace,455498.36,María Fuentes,62,Antofagasta,2022-06-29,Hogar,1064666.0,antofagasta,Plata,Referido,Tarjeta débito,42,RegiÃ³n de Antofagasta,Norte,False,False,False,False,455498.36,0.0,643,Baja,1,No,0.03333333333333333,60+,Alto
50263,1157,2024-12-12,Libros,2,107978.7,0.15,App,183563.79,Camila Soto,18,Puerto Montt,2022-01-04,Deportes,835644.0,puerto montt,Bronce,Instagram,Tarjeta crédito,97,RegiÃ³n de Los Lagos,Sur,False,False,False,False,215957.4,32393.609999999997,1073,Alta,3,Sí,0.95,18-29,Medio
50264,1286,2024-09-25,Deportes,5,13436.08,0.0,Web,67180.4,Camila Soto,35,Antofagasta,2023-01-02,Deportes,1119277.0,antofagasta,Plata,Referido,Tarjeta crédito,66,RegiÃ³n de Antofagasta,Norte,False,False,False,False,67180.4,0.0,632,Media,1,No,0.43333333333333335,30-44,Bajo
50265,1206,2024-06-25,Libros,5,235635.61,0.1,App,1060360.24,Pedro Torres,26,Santiago,2024-11-23,Tecnología,683208.0,santiago,Oro,Orgánico,Tarjeta crédito,58,RegiÃ³n Metropolitana,Centro,False,False,False,False,1178178.0499999998,117817.805,-151,Baja,2,Sí,0.3,18-29,Muy alto
50266,1148,2024-02-17,Libros,5,234891.04,0.05,Web,1107260.74625,Tomás Soto,61,Desconocida,2024-01-18,Libros,452063.0,,Oro,Instagram,Transferencia,55,Sin información,Sin información,False,False,True,False,1174455.2,58722.76,30,Baja,0,Sí,0.25,60+,Muy alto
50267,1151,2024-05-31,Belleza,1,79883.92,0.0,App,79883.92,Valentina Muñoz,28,Puerto Montt,2022-06-04,Deportes,413372.0,puerto montt,Oro,Referido,Tarjeta débito,79,RegiÃ³n de Los Lagos,Sur,False,False,False,False,79883.92,0.0,727,Media,3,No,0.65,18-29,Bajo
50268,1002,2024-03-28,Libros,2,67180.78,0.05,App,127643.48,Juan Contreras,33,Santiago,2024-04-09,Belleza,850503.0,santiago,Plata,Google Ads,Tarjeta débito,92,RegiÃ³n Metropolitana,Centro,False,False,False,False,134361.56,6718.078,-12,Alta,2,Sí,0.8666666666666667,30-44,Bajo
50269,1241,2024-01-07,Tecnología,2,20155.56,0.1,Marketplace,36280.01,Antonia Silva,62,Concepción,2022-02-23,Tecnología,738724.0,concepcion,Plata,Google Ads,PayPal,68,Sin información,Sin información,False,False,False,False,40311.12,4031.1120000000005,683,Media,0,Sí,0.4666666666666667,60+,Bajo
50270,1018,2024-03-05,Tecnología,3,181251.48,0.0,App,543754.44,Daniela Rodríguez,32,La Serena,2023-12-01,Moda,881616.0,la serena,Premium,Google Ads,PayPal,62,RegiÃ³n de Coquimbo,Norte,False,False,False,False,543754.4400000001,0.0,95,Baja,1,No,0.36666666666666664,30-44,Muy alto
50271,1276,2024-03-25,Tecnología,4,240564.65,0.05,App,914145.67,Daniela Silva,18,Santiago,2024-02-24,Deportes,1246470.0,santiago,Bronce,Facebook,Tarjeta crédito,96,RegiÃ³n Metropolitana,Centro,False,False,False,False,962258.6,48112.93,30,Alta,2,Sí,0.9333333333333333,18-29,Muy alto
50272,1053,2024-04-06,Belleza,5,129976.09,0.05,Marketplace,617386.43,Fernanda Torres,29,Antofagasta,2024-10-24,Deportes,910291.0,antofagasta,Plata,Orgánico,Tarjeta débito,76,RegiÃ³n de Antofagasta,Norte,False,False,False,False,649880.45,32494.0225,-201,Media,1,Sí,0.6,18-29,Muy alto
50273,1162,2024-07-27,Libros,1,19262.99,0.2,App,15410.39,Tomás Pérez,68,Concepción,2023-10-13,Libros,719868.0,concepcion,Oro,Google Ads,Tarjeta débito,97,Sin información,Sin información,False,False,False,False,19262.99,3852.5980000000004,288,Alta,0,Sí,0.95,60+,Bajo
50274,1197,2024-07-29,Moda,5,223315.12,0.1,App,1004918.04,Benjamín Martínez,38,La Serena,2023-07-19,Moda,634631.0,la serena,Premium,Instagram,Tarjeta crédito,76,RegiÃ³n de Coquimbo,Norte,False,False,False,False,1116575.6,111657.56000000001,376,Media,1,Sí,0.6,30-44,Muy alto
50275,1243,2024-04-16,Tecnología,1,206732.57,0.1,App,186059.31,Pedro Torres,20,Desconocida,2023-01-30,Libros,732359.0,,Oro,Instagram,Tarjeta débito,61,Sin información,Sin información,False,False,False,False,206732.57,20673.257,442,Baja,0,Sí,0.35,18-29,Medio
50276,1099,2024-08-17,Hogar,5,158189.9,0.0,App,790949.5,Catalina González,57,Puerto Montt,2022-08-13,Deportes,862764.0,puerto montt,Premium,Referido,PayPal,64,RegiÃ³n de Los Lagos,Sur,False,False,False,False,790949.5,0.0,735,Baja,3,No,0.4,45-59,Muy alto
50277,1166,2024-11-19,Moda,5,104049.99,0.15,Marketplace,442212.46,Tomás Díaz,41,La Serena,2022-07-15,Hogar,861933.0,la serena,Plata,Google Ads,Transferencia,72,RegiÃ³n de Coquimbo,Norte,False,False,False,False,520249.95,78037.4925,858,Media,1,Sí,0.5333333333333333,30-44,Alto
50278,1299,2024-07-01,Moda,4,107329.49,0.0,Marketplace,429317.96,Valentina Morales,31,Valparaíso,2023-01-31,Hogar,300000.0,valparaiso,Premium,Instagram,Tarjeta crédito,56,Sin información,Sin información,False,False,False,False,429317.96,0.0,517,Baja,0,No,0.26666666666666666,30-44,Alto
50279,1228,2024-02-29,Tecnología,3,233342.06,0.0,Web,700026.18,Matías Martínez,26,Valparaíso,2024-02-23,Tecnología,944883.0,valparaiso,Bronce,Facebook,Tarjeta débito,95,Sin información,Sin información,False,False,False,False,700026.1799999999,0.0,6,Alta,0,No,0.9166666666666666,18-29,Muy alto
50280,1014,2024-01-12,Hogar,3,153072.41,0.1,Web,413295.51,Diego Fuentes,56,Puerto Montt,2022-11-19,Belleza,871419.0,puerto montt,Premium,Instagram,Transferencia,100,RegiÃ³n de Los Lagos,Sur,False,False,False,False,459217.23,45921.723,419,Alta,3,Sí,1.0,45-59,Alto
50281,1034,2024-08-06,Libros,3,107058.78,0.0,Web,321176.34,Pedro Contreras,62,Puerto Montt,2022-04-16,Hogar,512934.0,puerto montt,Oro,Referido,PayPal,96,RegiÃ³n de Los Lagos,Sur,False,False,False,False,321176.33999999997,0.0,843,Alta,3,No,0.9333333333333333,60+,Alto
50282,1118,2024-08-03,Libros,5,128104.75,0.1,Web,576471.38,Valentina Martínez,52,Antofagasta,2024-08-30,Moda,1020658.0,antofagasta,Plata,Instagram,PayPal,57,RegiÃ³n de Antofagasta,Norte,False,False,False,False,640523.75,64052.375,-27,Baja,1,Sí,0.2833333333333333,45-59,Muy alto
50283,1160,2024-10-18,Tecnología,4,197064.39,0.0,Marketplace,788257.56,Benjamín Hernández,26,Santiago,2024-07-10,Libros,962824.0,santiago,Premium,Instagram,Tarjeta débito,100,RegiÃ³n Metropolitana,Centro,False,False,False,False,788257.56,0.0,100,Alta,2,No,1.0,18-29,Muy alto
50284,1097,2024-02-07,Moda,3,199326.42,0.0,Marketplace,597979.26,Benjamín Pérez,63,Temuco,2024-11-24,Libros,763851.0,temuco,Premium,Instagram,Tarjeta crédito,98,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,597979.26,0.0,-291,Alta,3,No,0.9666666666666667,60+,Muy alto
50285,1297,2024-01-07,Hogar,3,187807.72,0.05,Marketplace,535252.0,Diego Rojas,49,La Serena,2023-03-20,Belleza,1033414.0,la serena,Oro,Google Ads,Transferencia,42,RegiÃ³n de Coquimbo,Norte,False,False,False,False,563423.16,28171.158000000003,293,Baja,1,Sí,0.03333333333333333,45-59,Muy alto
50286,1114,2024-05-23,Tecnología,3,57244.95,0.05,App,163148.11,Matías Hernández,23,Rancagua,2022-04-12,Moda,458147.0,rancagua,Plata,Referido,Tarjeta crédito,43,RegiÃ³n de O'Higgins,Centro,False,False,False,False,171734.84999999998,8586.742499999998,772,Baja,2,Sí,0.05,18-29,Medio
50287,1181,2024-11-10,Tecnología,1,102761.07,0.0,Web,102761.07,María González,29,Antofagasta,2023-08-13,Belleza,528347.0,antofagasta,Plata,Instagram,Tarjeta débito,89,RegiÃ³n de Antofagasta,Norte,False,False,False,False,102761.07,0.0,455,Alta,1,No,0.8166666666666667,18-29,Bajo
50288,1080,2024-12-04,Moda,5,147869.56,0.05,App,702380.41,María Silva,29,Antofagasta,2023-03-13,Moda,815919.0,antofagasta,Bronce,Facebook,Tarjeta crédito,85,RegiÃ³n de Antofagasta,Norte,False,False,False,False,739347.8,36967.39000000001,632,Alta,1,Sí,0.75,18-29,Muy alto
50289,1098,2024-04-04,Libros,4,127689.5,0.05,Marketplace,485220.1,Juan Hernández,19,Concepción,2022-08-11,Tecnología,978514.0,concepcion,Bronce,Instagram,PayPal,99,Sin información,Sin información,False,False,False,False,510758.0,25537.9,602,Alta,0,Sí,0.9833333333333333,18-29,Alto
50290,1094,2024-06-11,Libros,3,88867.47,0.05,Web,253272.29,Valentina Muñoz,58,La Serena,2024-07-04,Hogar,933999.0,la serena,Premium,Facebook,Tarjeta crédito,71,RegiÃ³n de Coquimbo,Norte,False,False,False,False,266602.41000000003,13330.120500000003,-23,Media,1,Sí,0.5166666666666667,45-59,Medio
50291,1180,2024-09-08,Deportes,5,18306.87,0.1,App,82380.91,Pedro Martínez,57,Temuco,2022-03-27,Tecnología,1278579.0,temuco,Oro,Orgánico,Transferencia,57,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,91534.34999999999,9153.435,896,Baja,3,Sí,0.2833333333333333,45-59,Bajo
50292,1121,2024-10-12,Moda,3,174860.74,0.15,Marketplace,445894.89,Vicente Pérez,48,Santiago,2023-03-07,Tecnología,518143.0,santiago,Bronce,Google Ads,PayPal,97,RegiÃ³n Metropolitana,Centro,False,False,False,False,524582.22,78687.333,585,Alta,2,Sí,0.95,45-59,Alto
50293,1251,2024-08-25,Deportes,2,166554.6,0.0,Marketplace,333109.2,María Rojas,30,Valparaíso,2023-01-01,Libros,993285.0,valparaiso,Premium,Google Ads,Transferencia,46,Sin información,Sin información,False,False,False,False,333109.2,0.0,602,Baja,0,No,0.1,30-44,Alto
50294,1220,2024-05-29,Deportes,1,195843.5,0.1,Marketplace,176259.15,Antonia Pérez,54,Puerto Montt,2024-08-17,Moda,528664.0,puerto montt,Oro,Instagram,Tarjeta crédito,67,RegiÃ³n de Los Lagos,Sur,False,False,False,False,195843.5,19584.350000000002,-80,Media,3,Sí,0.45,45-59,Medio
50295,1204,2024-08-16,Moda,2,226761.14,0.0,App,453522.28,Antonia Torres,61,Valparaíso,2023-04-28,Deportes,778537.0,valparaiso,Oro,Google Ads,Transferencia,99,Sin información,Sin información,False,False,False,False,453522.28,0.0,476,Alta,0,No,0.9833333333333333,60+,Alto
50296,1231,2024-02-29,Libros,2,7867.25,0.0,App,15734.5,Sofía Contreras,61,La Serena,2022-11-02,Belleza,1100487.0,la serena,Plata,Orgánico,Tarjeta crédito,99,RegiÃ³n de Coquimbo,Norte,False,False,False,False,15734.5,0.0,484,Alta,1,No,0.9833333333333333,60+,Bajo
50297,1091,2024-05-15,Hogar,2,86014.92,0.05,Web,163428.35,Catalina Soto,37,Temuco,2024-11-09,Libros,371346.0,temuco,Bronce,Google Ads,Tarjeta débito,65,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,172029.84,8601.492,-178,Media,3,Sí,0.4166666666666667,30-44,Medio
