id_transaccion,id_cliente,fecha_transaccion,categoria_producto,cantidad,precio_unitario,descuento_pct,canal_venta,monto_compra,nombre,edad,ciudad,fecha_registro,categoria_favorita,ingreso_estimado,ciudad_normalizada,segmento_cliente,canal_adquisicion,metodo_pago_preferido,score_fidelizacion,region,macrozona
50294,1220,2024-05-29,Deportes,1,195843.5,0.1,Marketplace,176259.15,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0,puerto montt,Oro,Instagram,Tarjeta crédito,67.0,RegiÃ³n de Los Lagos,Sur
50295,1204,2024-08-16,Moda,2,226761.14,0.0,App,453522.28,Antonia Torres,61.0,Valparaíso,2023-04-28,Deportes,778537.0,valparaiso,Oro,Google Ads,Transferencia,99.0,,
50296,1231,2024-02-29,Libros,2,7867.25,0.0,App,15734.5,Sofía Contreras,61.0,La Serena,2022-11-02,Belleza,1100487.0,la serena,Plata,Orgánico,Tarjeta crédito,99.0,RegiÃ³n de Coquimbo,Norte
50297,1091,2024-05-15,Hogar,2,86014.92,0.05,Web,163428.35,Catalina Soto,37.0,Temuco,2024-11-09,Libros,371346.0,temuco,Bronce,Google Ads,Tarjeta débito,65.0,RegiÃ³n de La AraucanÃ­a,Sur
50298,1004,2024-11-02,Belleza,2,109903.26,0.2,App,175845.22,Antonia López,44.0,Antofagasta,2023-01-26,Deportes,765369.0,antofagasta,Premium,Facebook,Tarjeta débito,64.0,RegiÃ³n de Antofagasta,Norte
50299,1153,2024-03-21,Libros,5,179908.41,0.2,App,719633.64,María López,22.0,Antofagasta,2022-09-28,Hogar,845337.0,antofagasta,Oro,Referido,Transferencia,68.0,RegiÃ³n de Antofagasta,Norte
50300,1252,2024-06-04,Tecnología,1,110267.13,0.15,Web,93727.06,Matías Díaz,69.0,Temuco,2024-02-24,Libros,1039644.0,temuco,Premium,Instagram,Tarjeta crédito,60.0,RegiÃ³n de La AraucanÃ­a,Sur
50301,1093,2024-09-05,Moda,3,127308.65,0.05,Web,362829.65,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0,concepcion,Oro,Facebook,Tarjeta crédito,89.0,,
50302,1045,2024-02-17,Tecnología,1,148351.58,0.0,App,148351.58,María Sepúlveda,65.0,La Serena,2022-04-23,Belleza,1013193.0,la serena,Plata,Facebook,PayPal,87.0,RegiÃ³n de Coquimbo,Norte
50303,1220,2024-05-20,Belleza,3,61813.89,0.2,App,148353.34,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0,puerto montt,Oro,Instagram,Tarjeta crédito,67.0,RegiÃ³n de Los Lagos,Sur
50304,1099,2024-10-25,Tecnología,5,22205.03,0.05,Web,105473.89,Catalina González,57.0,Puerto Montt,2022-08-13,Deportes,862764.0,puerto montt,Premium,Referido,PayPal,64.0,RegiÃ³n de Los Lagos,Sur
50305,1249,2024-06-08,Tecnología,5,99656.53,0.1,Marketplace,448454.38,Camila Díaz,66.0,Valparaíso,2023-04-28,Moda,1174207.0,valparaiso,Plata,Orgánico,Transferencia,98.0,,
50306,1015,2024-12-25,Moda,1,249434.4,0.0,Marketplace,249434.4,María Soto,28.0,La Serena,2024-02-15,Belleza,675193.0,la serena,Plata,Facebook,PayPal,65.0,RegiÃ³n de Coquimbo,Norte
50307,1247,2024-01-22,Tecnología,2,242339.47,0.05,Web,460444.99,Camila Rodríguez,66.0,Valparaíso ,2024-08-14,Libros,1287879.0,valparaiso,Oro,Referido,Tarjeta crédito,77.0,,
50308,1199,2024-10-01,Libros,1,64873.3,0.05,App,61629.64,Fernanda Sepúlveda,42.0,Valparaíso,2023-08-23,Hogar,1071786.0,valparaiso,Oro,Facebook,Tarjeta crédito,78.0,,
50309,1128,2024-12-30,Libros,5,96443.42,0.05,Web,458106.24,María Soto,26.0,Valparaíso,2023-06-03,Deportes,983237.0,valparaiso,Oro,Instagram,Tarjeta crédito,44.0,,
50310,1228,2024-06-05,Moda,4,60392.92,0.15,Marketplace,205335.93,Matías Martínez,26.0,Valparaíso,2024-02-23,tecnologia,944883.0,valparaiso,Bronce,Facebook,Tarjeta débito,95.0,,
50311,1105,2024-05-01,Hogar,5,24063.72,0.0,App,120318.6,Diego Torres,36.0,Concepción,2024-03-19,Tecnología,335011.0,concepcion,Plata,Facebook,Tarjeta débito,68.0,,
50312,1278,2024-04-08,Moda,2,13782.05,0.05,Marketplace,26185.89,Matías Hernández,62.0,Concepción,2024-12-27,Belleza,1412123.0,concepcion,Oro,Instagram,Tarjeta crédito,46.0,,
50313,1262,2024-11-03,Libros,2,62812.25,0.15,App,106780.82,María Silva,36.0,Valparaíso,2024-06-10,Belleza,456539.0,valparaiso,Premium,Facebook,Tarjeta débito,57.0,,
50314,1043,2024-01-23,Deportes,5,15521.84,0.15,Web,65967.82,Juan López,53.0,Puerto Montt,2022-08-01,Hogar,828432.0,puerto montt,Oro,Google Ads,Tarjeta débito,91.0,RegiÃ³n de Los Lagos,Sur
50315,1053,2024-02-20,Libros,1,241188.57,0.0,Web,241188.57,Fernanda Torres,29.0,Antofagasta,2024-10-24,Deportes,910291.0,antofagasta,Plata,Orgánico,Tarjeta débito,76.0,RegiÃ³n de Antofagasta,Norte
50316,1141,2024-06-17,Deportes,1,133861.25,0.1,App,120475.12,Matías Fuentes,56.0,Temuco,2023-03-04,Hogar,777672.0,temuco,Plata,Google Ads,Tarjeta débito,44.0,RegiÃ³n de La AraucanÃ­a,Sur
50317,1048,2024-06-21,Moda,4,178151.83,0.0,App,712607.32,Camila Hernández,40.0,Puerto Montt,2023-08-30,Hogar,999166.0,puerto montt,Oro,Facebook,Tarjeta crédito,78.0,RegiÃ³n de Los Lagos,Sur
50318,1101,2024-11-11,Hogar,3,54145.05,0.05,Web,154313.39,Pedro Hernández,,Antofagasta,2024-10-03,Libros,655427.0,antofagasta,Plata,Instagram,Tarjeta débito,94.0,RegiÃ³n de Antofagasta,Norte
50319,1192,2024-11-02,Tecnología,5,227467.11,0.05,App,1080468.77,Benjamín Fuentes,64.0,Rancagua,2023-08-14,Deportes,300000.0,rancagua,Bronce,Orgánico,Transferencia,48.0,RegiÃ³n de O'Higgins,Centro
50320,1221,2024-01-28,Moda,5,1041857.05,0.0,Marketplace,8334856.4,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50321,1114,2024-02-06,Libros,4,145871.27,0.2,App,466788.06,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0,rancagua,Plata,Referido,Tarjeta crédito,43.0,RegiÃ³n de O'Higgins,Centro
50322,1285,2024-08-04,Libros,1,186381.25,0.0,App,186381.25,Pedro Díaz,63.0,Puerto Montt,2022-07-21,Deportes,547488.0,puerto montt,Plata,Orgánico,Transferencia,60.0,RegiÃ³n de Los Lagos,Sur
50323,1173,2024-06-02,Deportes,4,15435.15,0.1,Marketplace ,55566.54,Juan Rojas,67.0,Concepción,2024-06-14,Hogar,844909.0,concepcion,Oro,Instagram,Tarjeta crédito,47.0,,
50324,1124,2024-06-10,Moda,2,142682.9,0.0,App,285365.8,Benjamín López,46.0,Rancagua,2023-11-07,Libros,661684.0,rancagua,Plata,Instagram,Tarjeta débito,61.0,RegiÃ³n de O'Higgins,Centro
50325,1093,2024-12-02,Moda,5,173823.19,0.05,Marketplace,825660.15,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0,concepcion,Oro,Facebook,Tarjeta crédito,89.0,,
50326,1224,2024-10-29,Tecnología,1,226409.91,0.0,Web,226409.91,Juan Hernández,62.0,Puerto Montt,2023-04-23,Deportes,1018051.0,puerto montt,Plata,Instagram,Transferencia,44.0,RegiÃ³n de Los Lagos,Sur
50327,1169,2024-07-04,Hogar,2,48176.93,0.0,App,96353.86,Camila Martínez,46.0,La Serena,2023-08-06,Libros,1426539.0,la serena,Oro,Google Ads,Tarjeta débito,46.0,RegiÃ³n de Coquimbo,Norte
50328,1018,2024-08-21,Deportes,1,168259.56,0.0,Marketplace,168259.56,Daniela Rodríguez,32.0,La Serena,2023-12-01,Moda,881616.0,la serena,Premium,Google Ads,PayPal,62.0,RegiÃ³n de Coquimbo,Norte
50329,1236,2024-07-29,Deportes,4,198857.6,0.1,App,715887.36,Juan Torres,69.0,Antofagasta,2022-08-19,Libros,465046.0,antofagasta,Bronce,Instagram,Transferencia,82.0,RegiÃ³n de Antofagasta,Norte
50330,1054,2024-07-22,Deportes,2,185184.41,0.0,App,370368.82,Diego Díaz,55.0,Antofagasta,2022-05-18,Deportes,747340.0,antofagasta,Bronce,Orgánico,Tarjeta débito,55.0,RegiÃ³n de Antofagasta,Norte
50331,1027,2024-06-04,Deportes,1,89847.92,0.05,Marketplace,85355.52,Pedro Morales,25.0,CONCEPCIÓN,2024-08-21,Moda,618112.0,concepcion,Plata,Facebook,Transferencia,,,
50332,1170,2024-10-13,Libros,4,235511.09,0.2,Marketplace,753635.49,Valentina Sepúlveda,53.0,Rancagua,2023-11-11,Tecnología,1009803.0,rancagua,Premium,Google Ads,Transferencia,50.0,RegiÃ³n de O'Higgins,Centro
50333,1115,2024-08-16,Deportes,2,133987.94,0.0,App,267975.88,Valentina Hernández,35.0,Temuco,2024-10-06,Hogar,819816.0,temuco,Bronce,Referido,Tarjeta débito,71.0,RegiÃ³n de La AraucanÃ­a,Sur
50334,1288,2024-06-05,Hogar,4,195178.15,0.2,Web,624570.08,Valentina Rojas,,Antofagasta,2022-06-11,Moda,826286.0,antofagasta,Bronce,Referido,Transferencia,,RegiÃ³n de Antofagasta,Norte
50335,1072,2024-02-08,Belleza,5,131920.92,0.0,App,659604.6,Sofía Díaz,62.0,Antofagasta,2022-10-21,Moda,719718.0,antofagasta,Plata,Facebook,PayPal,97.0,RegiÃ³n de Antofagasta,Norte
50336,1223,2024-01-29,Tecnología,3,81438.84,0.0,App,244316.52,Sofía Rojas,66.0,Valparaíso,2024-05-03,Belleza,384170.0,valparaiso,Bronce,Instagram,Tarjeta débito,51.0,,
50337,1257,2024-11-15,Deportes,4,112969.86,0.0,App,451879.44,Daniela Díaz,54.0,Santiago,2023-10-10,Belleza,532963.0,santiago,Oro,Orgánico,PayPal,45.0,RegiÃ³n Metropolitana,Centro
50338,1175,2024-11-10,Hogar,5,83621.76,0.0,App,418108.8,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0,la serena,Oro,Facebook,Tarjeta débito,58.0,RegiÃ³n de Coquimbo,Norte
50339,1111,2024-10-15,Deportes,3,141851.54,0.05,Web,404276.89,Javiera Fuentes,42.0,La Serena,2023-08-03,Belleza,1441947.0,la serena,Oro,Instagram,PayPal,82.0,RegiÃ³n de Coquimbo,Norte
50340,1055,2024-01-18,Hogar,1,54337.99,0.05,Web,51621.09,Antonia Contreras,66.0,Concepción,2023-02-15,Deportes,1143175.0,concepcion,Oro,Facebook,PayPal,93.0,,
50341,1294,2024-06-18,Libros,2,121996.72,0.05,Web,231793.77,Diego Martínez,,Santiago,2024-11-13,Libros,855625.0,santiago,Bronce,Orgánico,Tarjeta crédito,67.0,RegiÃ³n Metropolitana,Centro
50342,1246,2024-11-08,Hogar,3,29091.16,0.0,App,87273.48,Valentina Muñoz,62.0,La Serena,2024-03-02,Libros,854212.0,la serena,premium,Orgánico,PayPal,60.0,RegiÃ³n de Coquimbo,Norte
50343,1213,2024-11-02,Tecnología,5,143543.9,0.0,App,717719.5,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0,puerto montt,Oro,Facebook,PayPal,72.0,RegiÃ³n de Los Lagos,Sur
50344,1261,2024-05-22,Moda,4,218169.95,0.0,Web,872679.8,Diego Pérez,27.0,La Serena,2023-03-22,Tecnología,889303.0,la serena,Premium,Instagram,PayPal,53.0,RegiÃ³n de Coquimbo,Norte
50345,1103,2024-08-12,Deportes,2,156795.72,0.0,Web,313591.44,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0,la serena,Premium,Google Ads,Transferencia,72.0,RegiÃ³n de Coquimbo,Norte
50346,1133,2024-02-06,Deportes,2,118965.21,0.15,Marketplace,202240.86,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0,puerto montt,Bronce,Orgánico,Tarjeta crédito,90.0,RegiÃ³n de Los Lagos,Sur
50347,1279,2024-05-05,Hogar,2,247744.32,0.05,Web,470714.21,Catalina González,62.0,Rancagua,2022-06-25,Moda,968216.0,rancagua,Plata,Instagram,Tarjeta crédito,45.0,RegiÃ³n de O'Higgins,Centro
50348,1220,2024-04-15,Libros,4,185880.16,0.1,Web,669168.58,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0,puerto montt,Oro,Instagram,Tarjeta crédito,67.0,RegiÃ³n de Los Lagos,Sur
50349,1133,2024-01-04,Hogar,3,28667.46,0.0,Web,86002.38,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0,puerto montt,Bronce,Orgánico,Tarjeta crédito,90.0,RegiÃ³n de Los Lagos,Sur
50350,1008,2024-01-27,Tecnología,1,247269.86,0.0,Web,247269.86,Sofía González,23.0,Temuco,2024-12-31,Tecnología,645729.0,temuco,Plata,Facebook,Transferencia,62.0,RegiÃ³n de La AraucanÃ­a,Sur
50351,1270,2024-01-09,Tecnología,1,197375.61,0.1,Marketplace,177638.05,Benjamín López,42.0,Rancagua,2023-06-16,Moda,479034.0,rancagua,Premium,Referido,PayPal,92.0,RegiÃ³n de O'Higgins,Centro
50352,1169,2024-01-31,Hogar,3,172304.54,0.1,App,465222.26,Camila Martínez,46.0,La Serena,2023-08-06,Libros,1426539.0,la serena,Oro,Google Ads,Tarjeta débito,46.0,RegiÃ³n de Coquimbo,Norte
50353,1168,2024-08-29,Belleza,3,132696.57,0.0,Web,398089.71,Benjamín Muñoz,36.0,Antofagasta,2024-11-07,Moda,636805.0,antofagasta,Premium,Google Ads,Tarjeta crédito,42.0,RegiÃ³n de Antofagasta,Norte
50354,1079,2024-04-14,Belleza,3,178109.76,0.2,Web,427463.42,Antonia Díaz,41.0,La Serena,2024-11-18,Libros,1195827.0,la serena,Plata,Google Ads,Tarjeta débito,,RegiÃ³n de Coquimbo,Norte
50355,1213,2024-04-12,Hogar,4,78800.23,0.15,App,267920.78,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0,puerto montt,Oro,Facebook,PayPal,72.0,RegiÃ³n de Los Lagos,Sur
50356,1114,2024-09-14,Deportes,1,162154.23,0.05,App,154046.52,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0,rancagua,Plata,Referido,Tarjeta crédito,43.0,RegiÃ³n de O'Higgins,Centro
50357,1106,2024-06-19,Libros,3,226254.59,0.05,Web,644825.58,Sofía Morales,25.0,Antofagasta,2023-11-26,Belleza,825222.0,antofagasta,Premium,Instagram,PayPal,47.0,RegiÃ³n de Antofagasta,Norte
50358,1002,2024-02-13,Belleza,2,163043.49,0.05,Marketplace,309782.63,Juan Contreras,33.0,Santiago,2024-04-09,Belleza,850503.0,santiago,Plata,Google Ads,Tarjeta débito,92.0,RegiÃ³n Metropolitana,Centro
50359,1181,2024-09-03,Belleza,1,185063.61,0.1,Web,166557.25,María González,29.0,Antofagasta,2023-08-13,Belleza,528347.0,antofagasta,Plata,Instagram,Tarjeta débito,89.0,RegiÃ³n de Antofagasta,Norte
50360,1254,2024-12-28,Tecnología,3,119108.23,0.0,App,357324.69,Daniela Pérez,,Antofagasta,2022-03-07,Belleza,933244.0,antofagasta,Oro,Orgánico,PayPal,62.0,RegiÃ³n de Antofagasta,Norte
50361,1228,2024-02-02,Hogar,3,198796.9,0.15,Web,506932.1,Matías Martínez,26.0,Valparaíso,2024-02-23,tecnologia,944883.0,valparaiso,Bronce,Facebook,Tarjeta débito,95.0,,
50362,1214,2024-08-05,Hogar,3,61780.94,0.2,Web,148274.26,Tomás Díaz,61.0,Concepción,2023-05-23,Libros,976952.0,concepcion,Plata,Referido,PayPal,80.0,,
50363,1045,2024-09-28,Libros,1,210706.96,0.1,App,189636.26,María Sepúlveda,65.0,La Serena,2022-04-23,Belleza,1013193.0,la serena,Plata,Facebook,PayPal,87.0,RegiÃ³n de Coquimbo,Norte
50364,1295,2024-09-27,Deportes,2,116655.22,0.0,App,233310.44,Fernanda Contreras,47.0,Valparaíso,2023-12-15,Belleza,564383.0,valparaiso,Premium,Referido,PayPal,99.0,,
50365,1138,2024-03-04,Moda,4,110517.85,0.0,Marketplace,442071.4,Benjamín Torres,36.0,La Serena,2024-08-03,Belleza,1015709.0,la serena,Plata,Google Ads,Tarjeta crédito,71.0,RegiÃ³n de Coquimbo,Norte
50366,1145,2024-11-08,Hogar,2,158265.74,0.2,Web,253225.18,Juan Martínez,38.0,Puerto Montt,2023-02-21,Belleza,990452.0,puerto montt,Bronce,Instagram,Tarjeta crédito,97.0,RegiÃ³n de Los Lagos,Sur
50367,1133,2024-01-03,Deportes,1,192915.38,0.05,App,183269.61,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0,puerto montt,Bronce,Orgánico,Tarjeta crédito,90.0,RegiÃ³n de Los Lagos,Sur
50368,1057,2024-02-15,Tecnología,1,66748.46,0.05,Marketplace,63411.04,Tomás Hernández,40.0,La Serena,2023-10-06,Tecnología,569729.0,la serena,Plata,Instagram,Tarjeta crédito,62.0,RegiÃ³n de Coquimbo,Norte
50369,1040,2024-08-03,Tecnología,3,42052.09,,Web,113540.64,María Rojas,21.0,Concepción,2023-10-14,Moda,1162066.0,concepcion,Plata,Google Ads,PayPal,51.0,,
50370,1013,2024-01-17,Libros,4,19033.87,0.15,App,64715.16,Daniela Muñoz,35.0,Temuco,2024-01-27,Belleza,824775.0,temuco,Bronce,Orgánico,Tarjeta débito,70.0,RegiÃ³n de La AraucanÃ­a,Sur
50371,1039,2024-10-12,Moda,2,189194.54,0.05,Marketplace,359469.63,Camila López,55.0,Concepción,2022-05-15,Libros,938781.0,concepcion,Plata,Orgánico,Tarjeta crédito,98.0,,
50372,1075,2024-09-01,Deportes,2,60792.31,0.0,Web,121584.62,Daniela Soto,29.0,Antofagasta,2024-02-10,Deportes,930622.0,antofagasta,Premium,Orgánico,Transferencia,83.0,RegiÃ³n de Antofagasta,Norte
50373,1024,2024-07-06,Moda,3,67875.14,0.0,Marketplace,203625.42,María Díaz,50.0,Rancagua,2022-01-25,Deportes,935175.0,rancagua,Bronce,Orgánico,Tarjeta débito,98.0,RegiÃ³n de O'Higgins,Centro
50374,1049,2024-01-25,Tecnología,3,55290.49,0.15,Web,140990.75,Daniela Hernández,42.0,Valparaíso,2024-04-15,moda ,981227.0,valparaiso,Plata,Google Ads,Transferencia,76.0,,
50375,1276,2024-07-16,Tecnología,1,46419.99,0.0,App,46419.99,Daniela Silva,18.0,Santiago,2024-02-24,Deportes,1246470.0,santiago,Bronce,Facebook,Tarjeta crédito,96.0,RegiÃ³n Metropolitana,Centro
50376,1255,2024-10-08,Tecnología,1,105562.43,0.2,Web,84449.94,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0,puerto montt,Plata,Referido,Tarjeta crédito,88.0,RegiÃ³n de Los Lagos,Sur
50377,1223,2024-06-22,Deportes,4,113202.19,0.15,App,384887.45,Sofía Rojas,66.0,Valparaíso,2024-05-03,Belleza,384170.0,valparaiso,Bronce,Instagram,Tarjeta débito,51.0,,
50378,1089,2024-11-18,Libros,4,139254.22,0.05,App,529166.04,Fernanda González,64.0,Puerto Montt,2022-04-06,Moda,511983.0,puerto montt,Premium,Orgánico,Transferencia,,RegiÃ³n de Los Lagos,Sur
50379,1265,2024-10-20,Tecnología,3,91347.82,0.0,App,274043.46,Tomás González,64.0,Temuco,2023-06-15,Hogar,684846.0,temuco,Premium,Instagram,Tarjeta crédito,49.0,RegiÃ³n de La AraucanÃ­a,Sur
50380,1127,2024-12-30,Deportes,3,173831.71,0.0,Web,521495.13,Juan Martínez,23.0,La Serena,2024-06-06,Hogar,1106663.0,la serena,Premium,Instagram,Tarjeta crédito,47.0,RegiÃ³n de Coquimbo,Norte
50381,1262,2024-01-23,Deportes,5,130064.96,0.05,Marketplace,617808.56,María Silva,36.0,Valparaíso,2024-06-10,Belleza,456539.0,valparaiso,Premium,Facebook,Tarjeta débito,57.0,,
50382,1140,2024-01-19,Hogar,5,183950.02,0.0,Web,919750.1,María Silva,60.0,Puerto Montt,2022-06-30,Belleza,714512.0,puerto montt,Bronce,Referido,Transferencia,99.0,RegiÃ³n de Los Lagos,Sur
50383,1263,2024-07-25,Moda,3,173839.47,,App,443290.65,Matías López,52.0,Puerto Montt,2024-10-02,Deportes,954251.0,puerto montt,Premium,Orgánico,Tarjeta crédito,,RegiÃ³n de Los Lagos,Sur
50384,1286,2024-05-25,Deportes,5,148849.15,0.1,Marketplace,669821.18,Camila Soto,35.0,Antofagasta,2023-01-02,Deportes,1119277.0,antofagasta,Plata,Referido,Tarjeta crédito,66.0,RegiÃ³n de Antofagasta,Norte
50385,1273,2024-05-27,Libros,4,121763.18,0.1,Marketplace,438347.45,Juan Torres,18.0,Puerto Montt,2022-11-14,Deportes,1161524.0,puerto montt,Oro,Orgánico,Tarjeta crédito,48.0,RegiÃ³n de Los Lagos,Sur
50386,1211,2024-04-01,Deportes,1,162599.79,0.0,App,162599.79,Daniela González,33.0,Temuco,2023-08-08,Deportes,753326.0,temuco,Plata,Orgánico,Tarjeta crédito,78.0,RegiÃ³n de La AraucanÃ­a,Sur
50387,1034,2024-06-04,Deportes,3,140489.23,0.0,Marketplace,421467.69,Pedro Contreras,62.0,Puerto Montt,2022-04-16,Hogar,512934.0,puerto montt,Oro,Referido,PayPal,96.0,RegiÃ³n de Los Lagos,Sur
50388,1046,2024-04-17,Deportes,3,86144.42,0.1,Web,232589.93,Sofía Fuentes,59.0,Temuco,2022-05-10,Belleza,907150.0,temuco,Oro,Google Ads,Tarjeta crédito,83.0,RegiÃ³n de La AraucanÃ­a,Sur
50389,1007,2024-03-10,Moda,5,56923.23,0.1,Marketplace,256154.54,Pedro Martínez,19.0,Antofagasta,2023-04-14,Tecnología,983762.0,antofagasta,Bronce,Referido,PayPal,,RegiÃ³n de Antofagasta,Norte
50390,1210,2024-02-24,Hogar,5,96058.57,0.2,App,384234.28,Catalina Muñoz,20.0,Rancagua,2023-05-28,Moda,541942.0,rancagua,Oro,Google Ads,Transferencia,84.0,RegiÃ³n de O'Higgins,Centro
50391,1068,2024-01-15,Deportes,1,111682.49,0.0,Marketplace,111682.49,Benjamín Hernández,56.0,Concepción,2024-02-04,Belleza,1158712.0,concepcion,Bronce,Instagram,Tarjeta débito,69.0,,
50392,1094,2024-10-01,Moda,1,116563.69,0.0,Web,116563.69,Valentina Muñoz,58.0,La Serena,2024-07-04,Hogar,933999.0,la serena,Premium,Facebook,Tarjeta crédito,71.0,RegiÃ³n de Coquimbo,Norte
50393,1195,2024-04-06,Belleza,2,12967.11,0.2,App,20747.38,Javiera Fuentes,59.0,Valparaíso,2024-07-30,Moda,1247554.0,valparaiso,Oro,Facebook,Tarjeta débito,72.0,,
50394,1080,2024-05-04,Moda,4,239714.08,0.2,Marketplace,767085.06,María Silva,29.0,Antofagasta,2023-03-13,Moda,815919.0,antofagasta,Bronce,Facebook,Tarjeta crédito,85.0,RegiÃ³n de Antofagasta,Norte
50395,1083,2024-09-16,Hogar,2,170345.44,0.1,Web,306621.79,Catalina Morales,61.0,Valparaíso,2024-12-26,Moda,979353.0,valparaiso,Bronce,Instagram,Tarjeta crédito,92.0,,
50396,1270,2024-04-14,Libros,2,62219.13,0.05,Web,118216.35,Benjamín López,42.0,Rancagua,2023-06-16,Moda,479034.0,rancagua,Premium,Referido,PayPal,92.0,RegiÃ³n de O'Higgins,Centro
50397,1219,2024-07-01,Libros,5,87709.27,0.05,Web,416619.03,Vicente Soto,48.0,La Serena,2022-03-06,Libros,1129704.0,la serena,Premium,Referido,Tarjeta crédito,60.0,RegiÃ³n de Coquimbo,Norte
50398,1129,2024-11-22,Belleza,4,196060.61,0.1,Web,705818.2,Javiera Contreras,53.0,Puerto Montt,2023-02-20,Hogar,562333.0,puerto montt,Premium,Orgánico,PayPal,90.0,RegiÃ³n de Los Lagos,Sur
50399,1238,2024-12-26,Moda,1,154111.5,0.1,App,138700.35,Valentina Fuentes,,Rancagua,2022-08-01,Belleza,714407.0,rancagua,Oro,Instagram,Tarjeta débito,49.0,RegiÃ³n de O'Higgins,Centro
50400,1094,2024-08-04,Moda,5,176855.68,0.1,Web,795850.56,Valentina Muñoz,58.0,La Serena,2024-07-04,Hogar,933999.0,la serena,Premium,Facebook,Tarjeta crédito,71.0,RegiÃ³n de Coquimbo,Norte
50401,1264,2024-06-20,Tecnología,2,44972.51,0.15,App,76453.27,Benjamín Pérez,23.0,Valparaíso,2023-05-21,Libros,438078.0,valparaiso,Oro,Google Ads,Tarjeta crédito,71.0,,
50402,1098,2024-01-16,Belleza,3,162745.15,0.0,App,488235.45,Juan Hernández,19.0,Concepción,2022-08-11,Tecnología,978514.0,concepcion,Bronce,Instagram,PayPal,99.0,,
50403,1221,2024-07-22,Belleza,3,23856.93,0.15,Marketplace,60835.17,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50404,1249,2024-05-27,Tecnología,1,196175.09,0.2,Marketplace,156940.07,Camila Díaz,66.0,Valparaíso,2023-04-28,Moda,1174207.0,valparaiso,Plata,Orgánico,Transferencia,98.0,,
50405,1242,2024-12-10,Libros,4,195997.27,0.05,Web,744789.63,Vicente González,29.0,Antofagasta,2023-11-20,Tecnología,728234.0,antofagasta,Bronce,Google Ads,Tarjeta débito,81.0,RegiÃ³n de Antofagasta,Norte
50406,1175,2024-04-09,Tecnología,1,126719.55,0.15,Web,107711.62,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0,la serena,Oro,Facebook,Tarjeta débito,58.0,RegiÃ³n de Coquimbo,Norte
50407,1213,2024-10-03,Tecnología,2,106805.07,0.1,Marketplace,192249.13,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0,puerto montt,Oro,Facebook,PayPal,72.0,RegiÃ³n de Los Lagos,Sur
50408,1255,2024-04-09,Hogar,1,243283.5,0.0,App,243283.5,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0,puerto montt,Plata,Referido,Tarjeta crédito,88.0,RegiÃ³n de Los Lagos,Sur
50409,1103,2024-01-13,Deportes,2,162914.88,0.05,Marketplace,309538.27,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0,la serena,Premium,Google Ads,Transferencia,72.0,RegiÃ³n de Coquimbo,Norte
50410,1202,2024-11-30,Hogar,1,23176.67,0.05,Web,22017.84,Antonia Morales,60.0,Concepción,2022-02-02,Belleza,756005.0,concepcion,Bronce,Referido,Transferencia,50.0,,
50411,1189,2024-09-13,Libros,3,174969.89,0.0,App,524909.67,Sofía Muñoz,23.0,Antofagasta,2022-04-04,Belleza,953691.0,antofagasta,Premium,Google Ads,Tarjeta crédito,94.0,RegiÃ³n de Antofagasta,Norte
50412,1300,2024-08-02,Tecnología,1,46635.85,0.0,Marketplace,46635.85,Antonia Silva,40.0,Santiago,2023-01-19,Moda,1039059.0,santiago,Bronce,Referido,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50413,1114,2024-05-30,Moda,3,232487.25,0.05,App,662588.66,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0,rancagua,Plata,Referido,Tarjeta crédito,43.0,RegiÃ³n de O'Higgins,Centro
