id_transaccion,id_cliente,fecha_transaccion,categoria_producto,cantidad,precio_unitario,descuento_pct,canal_venta,monto_compra,nombre,edad,ciudad,fecha_registro,categoria_favorita,ingreso_estimado
50190,1280,2024-07-25,Moda,1,101969.82,0.15,App,86674.35,Diego Hernández,46.0,Santiago,2023-05-08,Hogar,999465.0
50191,1199,2024-01-17,Deportes,3,240389.34,0.05,Web,685109.62,Fernanda Sepúlveda,42.0,Valparaíso,2023-08-23,Hogar,1071786.0
50192,1097,2024-10-26,Moda,5,216124.07,0.0,App,1080620.35,Benjamín Pérez,63.0,Temuco,2024-11-24,Libros,763851.0
50193,1001,2024-04-21,Tecnología,3,193402.94,0.0,Marketplace,580208.82,Diego Pérez,41.0,Puerto Montt,2023-08-28,Libros,650235.0
50194,1067,2024-01-24,Libros,5,248152.4,0.0,Web,1240762.0,Tomás Sepúlveda,35.0,La Serena,2024-12-05,Moda,1064755.0
50195,1251,2024-06-29,Deportes,1,240947.12,0.05,App,228899.76,María Rojas,30.0,Valparaíso,2023-01-01,Libros,993285.0
50196,1015,2024-04-18,Hogar,2,168758.06,0.0,App,337516.12,María Soto,28.0,La Serena,2024-02-15,Belleza,675193.0
50197,1093,2024-04-28,Moda,4,220164.1,0.0,App,880656.4,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0
50198,1279,2024-12-01,Libros,5,24230.51,0.15,Marketplace,102979.67,Catalina González,62.0,Rancagua,2022-06-25,Moda,968216.0
50199,1059,2024-10-20,tecnologia,1,246428.8,0.15,Marketplace,209464.48,Vicente González,30.0,,2023-07-03,Libros,743349.0
50200,1103,2024-07-13,Moda,3,206027.97,0.2,Marketplace,494467.13,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0
50201,1251,2024-07-25,Tecnología,2,118996.04,0.05,Marketplace,226092.48,María Rojas,30.0,Valparaíso,2023-01-01,Libros,993285.0
50202,1079,2024-08-16,Deportes,1,100211.75,0.05,App,95201.16,Antonia Díaz,41.0,La Serena,2024-11-18,Libros,1195827.0
50203,1026,2024-05-31,Deportes,2,86646.75,0.15,Web,147299.48,Fernanda Silva,33.0,Rancagua,2024-12-10,Belleza,961675.0
50204,1145,2024-05-01,Deportes,1,87202.11,0.2,Marketplace,69761.69,Juan Martínez,38.0,Puerto Montt,2023-02-21,Belleza,990452.0
50205,1157,2024-10-02,Belleza,4,212566.2,0.2,App,680211.84,Camila Soto,18.0,Puerto Montt,2022-01-04,Deportes,835644.0
50206,1133,2024-12-21,Hogar,5,97894.73,0.2,Web,391578.92,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0
50207,1146,2024-03-12,Moda,5,150244.97,0.15,App,638541.12,Valentina Rojas,55.0,Valparaíso,2022-09-10,Moda,995262.0
50208,1081,2024-09-20,Belleza,4,55023.75,0.0,Web,220095.0,Camila Sepúlveda,27.0,Temuco,2024-07-31,Deportes,931968.0
50209,1211,2024-12-17,Moda,3,120741.23,0.15,Web,307890.14,Daniela González,33.0,Temuco,2023-08-08,Deportes,753326.0
50210,1181,2024-07-10,Deportes,1,161585.95,0.0,Marketplace,161585.95,María González,29.0,Antofagasta,2023-08-13,Belleza,528347.0
50211,1210,2024-02-08,Moda,5,143887.71,0.05,App,683466.62,Catalina Muñoz,20.0,Rancagua,2023-05-28,Moda,541942.0
50212,1211,2024-08-16,Hogar,1,196722.07,0.1,Marketplace,177049.86,Daniela González,33.0,Temuco,2023-08-08,Deportes,753326.0
50213,1161,2024-02-28,Deportes,4,177654.11,0.05,App,675085.62,Vicente Torres,45.0,Antofagasta,2023-01-20,Moda,1276579.0
50214,1082,2024-06-03,Moda,3,113272.11,0.15,App,288843.88,Camila López,55.0,La Serena,2023-01-10,Libros,591306.0
50215,1299,2024-12-21,Moda,1,17216.61,0.0,Web,17216.61,Valentina Morales,31.0,Valparaíso,2023-01-31,Hogar,300000.0
50216,1116,2024-03-25,Moda,1,143630.39,0.05,App,136448.87,María Torres,36.0,CONCEPCIÓN,2023-02-03,Libros,778801.0
50217,1074,2024-12-15,Libros,2,56364.37,0.0,Web,112728.74,Sofía Torres,64.0,Santiago,2024-11-29,Moda,1020788.0
50218,1044,2024-10-31,Libros,5,38825.18,0.2,App,155300.72,Matías Hernández,60.0,Valparaíso ,2024-03-29,Libros,954839.0
50219,1164,2024-05-09,Moda,4,885251.55,0.0,Marketplace,5665609.92,Tomás Sepúlveda,69.0,Santiago,2023-08-31,Deportes,578384.0
50220,1125,2024-02-17,Libros,3,222904.47,0.05,Marketplace,635277.74,Tomás Pérez,31.0,Santiago,2024-10-06,Tecnología,1312885.0
50221,1014,2024-12-21,Tecnología,4,71385.34,0.0,Marketplace,285541.36,Diego Fuentes,56.0,Puerto Montt,2022-11-19,Belleza,871419.0
50222,1112,2024-10-13,Belleza,4,220859.13,0.05,Web,839264.69,Vicente Rojas,52.0,Santiago,2024-10-20,Libros,514152.0
50223,1298,2024-11-09,Deportes,1,141040.19,0.15,App,119884.16,Camila Díaz,39.0,Valparaíso,2023-11-27,Tecnología,924876.0
50224,1132,2024-08-01,Hogar,4,201889.01,0.15,Marketplace,686422.63,Antonia Pérez,56.0,Puerto Montt,2022-11-18,Tecnología,1042131.0
50225,1298,2024-03-04,Tecnología,4,112934.08,0.1,Web,406562.69,Camila Díaz,39.0,Valparaíso,2023-11-27,Tecnología,924876.0
50226,1093,2024-01-17,Moda,5,106225.28,0.15,App,451457.44,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0
50227,1297,2024-10-24,Deportes,1,123688.04,0.05,Web,117503.64,Diego Rojas,49.0,La Serena,2023-03-20,Belleza,1033414.0
50228,1149,2024-12-28,Deportes,5,45254.74,0.05,Marketplace,214960.02,Tomás Torres,26.0,Santiago,2024-05-07,Belleza,808063.0
50229,1008,2024-11-09,Moda,2,186826.3,0.05,App,354969.97,Sofía González,23.0,Temuco,2024-12-31,Tecnología,645729.0
50230,1279,2024-02-13,Tecnología,1,94902.64,0.1,Marketplace,85412.38,Catalina González,62.0,Rancagua,2022-06-25,Moda,968216.0
50231,1023,2024-12-07,Deportes,5,130363.38,0.05,App,619226.06,Valentina Díaz,53.0,santiago,2023-05-06,Libros,382581.0
50232,1263,2024-07-06,Libros,1,12432.79,0.0,App,12432.79,Matías López,52.0,Puerto Montt,2024-10-02,Deportes,954251.0
50233,1296,2024-12-24,Deportes,3,38925.8,0.0,App,116777.4,Diego Martínez,49.0,Antofagasta,2024-02-22,Libros,933572.0
50234,1288,2024-03-09,Deportes,3,136297.98,0.1,App,368004.55,Valentina Rojas,,Antofagasta,2022-06-11,Moda,826286.0
50235,1084,2024-08-10,Tecnología,5,230923.45,0.15,App,981424.66,Matías Torres,59.0,La Serena,2022-01-30,Deportes,751245.0
50236,1213,2024-02-03,Hogar,2,83576.14,0.05,App,158794.67,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0
50237,1016,2024-10-08,Tecnología,4,105624.22,0.1,Web,380247.19,Tomás Sepúlveda,52.0,Puerto Montt,2022-01-23,Deportes,760815.0
50238,1192,2024-10-26,Libros,2,177904.88,0.0,App,355809.76,Benjamín Fuentes,64.0,Rancagua,2023-08-14,Deportes,300000.0
50239,1220,2024-09-11,Hogar,4,212484.88,0.0,Marketplace,849939.52,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0
50240,1079,2024-12-09,Deportes,2,103689.2,0.15,Marketplace,176271.64,Antonia Díaz,41.0,La Serena,2024-11-18,Libros,1195827.0
50241,1267,2024-10-22,Belleza,2,186837.75,0.2,App,478304.64,Fernanda López,52.0,Valparaíso,2024-05-21,Hogar,1201143.0
50242,1297,2024-12-04,Belleza,5,200957.8,0.05,App,954549.55,Diego Rojas,49.0,La Serena,2023-03-20,Belleza,1033414.0
50243,1273,2024-08-20,Tecnología,1,201224.76,0.2,App,160979.81,Juan Torres,18.0,Puerto Montt,2022-11-14,Deportes,1161524.0
50244,1206,2024-09-09,Deportes,5,242268.34,0.1,Marketplace,1090207.53,Pedro Torres,26.0,Santiago,2024-11-23,Tecnología,683208.0
50245,1028,2024-07-12,Hogar,1,155924.06,0.15,App,132535.45,Benjamín Silva,40.0,Valparaíso,2024-02-02,Belleza,749816.0
50246,1190,2024-12-07,Tecnología,2,15533.28,0.15,Marketplace,26406.58,Sofía Silva,39.0,Valparaíso,2023-03-14,Tecnología,1199974.0
50247,1186,2024-09-10,Belleza,5,47107.86,0.05,Marketplace,223762.34,Antonia Rodríguez,22.0,Temuco,2023-10-21,Moda,1144053.0
50248,1159,2024-03-09,Tecnología,4,23571.26,0.05,Marketplace,89570.79,Benjamín Pérez,22.0,,2022-03-04,Libros,781103.0
50249,1155,2024-11-24,Libros,5,45585.3,0.2,Web,182341.2,Javiera Fuentes,57.0,Temuco,2024-09-08,Tecnología,708074.0
50250,1013,2024-04-09,Libros,1,186009.96,0.05,Web,176709.46,Daniela Muñoz,35.0,Temuco,2024-01-27,Belleza,824775.0
50251,1062,2024-12-20,Moda,2,227098.64,0.0,App,454197.28,Javiera Soto,22.0,Concepción,2022-08-08,Moda,1019489.0
50252,1297,2024-01-17,Belleza,2,20114.45,0.0,App,40228.9,Diego Rojas,49.0,La Serena,2023-03-20,Belleza,1033414.0
50253,1056,2024-06-29,Tecnología,3,47150.9,0.05,Marketplace,134380.06,Benjamín Rojas,32.0,Antofagasta,2022-05-21,Moda,541550.0
50254,1247,2024-06-06,Moda,5,6185.96,0.0,Web,30929.8,Camila Rodríguez,66.0,Valparaíso ,2024-08-14,Libros,1287879.0
50255,1180,2024-08-26,Moda,4,16176.94,0.15,App,55001.6,Pedro Martínez,57.0,Temuco,2022-03-27,Tecnología,1278579.0
50256,1136,2024-07-08,Deportes,5,197463.26,0.2,App,789853.04,Daniela Muñoz,29.0,Puerto Montt,2024-04-22,Libros,781192.0
50257,1262,2024-05-25,Moda,1,170189.69,0.15,Web,144661.24,María Silva,36.0,Valparaíso,2024-06-10,Belleza,456539.0
50258,1132,2024-04-30,Libros,4,206456.62,0.0,Web,825826.48,Antonia Pérez,56.0,Puerto Montt,2022-11-18,Tecnología,1042131.0
50259,1215,2024-06-18,Deportes,3,246204.79,0.2,Marketplace,590891.5,Sofía Díaz,28.0,Rancagua,2022-09-22,Libros,574547.0
50260,1097,2024-11-23,Hogar,3,139905.15,0.05,App,398729.68,Benjamín Pérez,63.0,Temuco,2024-11-24,Libros,763851.0
50261,1208,2024-11-08,Moda,3,99831.02,0.0,Web,299493.06,Catalina Hernández,69.0,Concepción,2022-01-15,Libros,963387.0
50262,1209,2024-04-02,Libros,4,113874.59,0.0,Marketplace,455498.36,María Fuentes,62.0,Antofagasta,2022-06-29,Hogar,1064666.0
50263,1157,2024-12-12,Libros,2,107978.7,0.15,App,183563.79,Camila Soto,18.0,Puerto Montt,2022-01-04,Deportes,835644.0
50264,1286,2024-09-25,Deportes,5,13436.08,0.0,Web,67180.4,Camila Soto,35.0,Antofagasta,2023-01-02,Deportes,1119277.0
50265,1206,2024-06-25,Libros,5,235635.61,0.1,App,1060360.24,Pedro Torres,26.0,Santiago,2024-11-23,Tecnología,683208.0
50266,1148,2024-02-17,Libros,5,234891.04,0.05,Web,1115732.44,Tomás Soto,61.0,,2024-01-18,Libros,452063.0
50267,1151,2024-05-31,Belleza,1,79883.92,0.0,App,79883.92,Valentina Muñoz,28.0,Puerto Montt,2022-06-04,Deportes,413372.0
50268,1002,2024-03-28,Libros,2,67180.78,0.05,App,127643.48,Juan Contreras,33.0,Santiago,2024-04-09,Belleza,850503.0
50269,1241,2024-01-07,Tecnología,2,20155.56,0.1,Marketplace,36280.01,Antonia Silva,62.0,Concepción,2022-02-23,Tecnología,738724.0
50270,1018,2024-03-05,Tecnología,3,181251.48,0.0,App,543754.44,Daniela Rodríguez,32.0,La Serena,2023-12-01,Moda,881616.0
50271,1276,2024-03-25,Tecnología,4,240564.65,0.05,App,914145.67,Daniela Silva,18.0,Santiago,2024-02-24,Deportes,1246470.0
50272,1053,2024-04-06,Belleza,5,129976.09,0.05,Marketplace,617386.43,Fernanda Torres,29.0,Antofagasta,2024-10-24,Deportes,910291.0
50273,1162,2024-07-27,Libros,1,19262.99,0.2,App,15410.39,Tomás Pérez,68.0,Concepción,2023-10-13,Libros,719868.0
50274,1197,2024-07-29,Moda,5,223315.12,0.1,App,1004918.04,Benjamín Martínez,38.0,La Serena,2023-07-19,Moda,634631.0
50275,1243,2024-04-16,Tecnología,1,206732.57,0.1,App,186059.31,Pedro Torres,20.0,,2023-01-30,Libros,732359.0
50276,1099,2024-08-17,Hogar,5,158189.9,0.0,App,790949.5,Catalina González,57.0,Puerto Montt,2022-08-13,Deportes,862764.0
50277,1166,2024-11-19,Moda,5,104049.99,0.15,Marketplace,442212.46,Tomás Díaz,41.0,La Serena,2022-07-15,Hogar,861933.0
50278,1299,2024-07-01,Moda,4,107329.49,0.0,Marketplace,429317.96,Valentina Morales,31.0,Valparaíso,2023-01-31,Hogar,300000.0
50279,1228,2024-02-29,Tecnología,3,233342.06,0.0,Web,700026.18,Matías Martínez,26.0,Valparaíso,2024-02-23,tecnologia,944883.0
50280,1014,2024-01-12,Hogar,3,153072.41,0.1,Web,413295.51,Diego Fuentes,56.0,Puerto Montt,2022-11-19,Belleza,871419.0
50281,1034,2024-08-06,Libros,3,107058.78,0.0,Web,321176.34,Pedro Contreras,62.0,Puerto Montt,2022-04-16,Hogar,512934.0
50282,1118,2024-08-03,Libros,5,128104.75,0.1,Web,576471.38,Valentina Martínez,52.0,Antofagasta,2024-08-30,Moda,1020658.0
50283,1160,2024-10-18,Tecnología,4,197064.39,0.0,Marketplace,788257.56,Benjamín Hernández,26.0,Santiago,2024-07-10,Libros,962824.0
50284,1097,2024-02-07,Moda,3,199326.42,0.0,Marketplace,597979.26,Benjamín Pérez,63.0,Temuco,2024-11-24,Libros,763851.0
50285,1297,2024-01-07,Hogar,3,187807.72,0.05,Marketplace,535252.0,Diego Rojas,49.0,La Serena,2023-03-20,Belleza,1033414.0
50286,1114,2024-05-23,Tecnología,3,57244.95,0.05,App,163148.11,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0
50287,1181,2024-11-10,Tecnología,1,102761.07,0.0,Web,102761.07,María González,29.0,Antofagasta,2023-08-13,Belleza,528347.0
50288,1080,2024-12-04,Moda,5,147869.56,0.05,App,702380.41,María Silva,29.0,Antofagasta,2023-03-13,Moda,815919.0
50289,1098,2024-04-04,Libros,4,127689.5,0.05,Marketplace,485220.1,Juan Hernández,19.0,Concepción,2022-08-11,Tecnología,978514.0
50290,1094,2024-06-11,Libros,3,88867.47,0.05,Web,253272.29,Valentina Muñoz,58.0,La Serena,2024-07-04,Hogar,933999.0
50291,1180,2024-09-08,Deportes,5,18306.87,0.1,App,82380.91,Pedro Martínez,57.0,Temuco,2022-03-27,Tecnología,1278579.0
50292,1121,2024-10-12,Moda,3,174860.74,0.15,Marketplace,445894.89,Vicente Pérez,48.0,Santiago,2023-03-07,Tecnología,518143.0
50293,1251,2024-08-25,Deportes,2,166554.6,0.0,Marketplace,333109.2,María Rojas,30.0,Valparaíso,2023-01-01,Libros,993285.0
50294,1220,2024-05-29,Deportes,1,195843.5,0.1,Marketplace,176259.15,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0
50295,1204,2024-08-16,Moda,2,226761.14,0.0,App,453522.28,Antonia Torres,61.0,Valparaíso,2023-04-28,Deportes,778537.0
50296,1231,2024-02-29,Libros,2,7867.25,0.0,App,15734.5,Sofía Contreras,61.0,La Serena,2022-11-02,Belleza,1100487.0
50297,1091,2024-05-15,Hogar,2,86014.92,0.05,Web,163428.35,Catalina Soto,37.0,Temuco,2024-11-09,Libros,371346.0
50298,1004,2024-11-02,Belleza,2,109903.26,0.2,App,175845.22,Antonia López,44.0,Antofagasta,2023-01-26,Deportes,765369.0
50299,1153,2024-03-21,Libros,5,179908.41,0.2,App,719633.64,María López,22.0,Antofagasta,2022-09-28,Hogar,845337.0
50300,1252,2024-06-04,Tecnología,1,110267.13,0.15,Web,93727.06,Matías Díaz,69.0,Temuco,2024-02-24,Libros,1039644.0
50301,1093,2024-09-05,Moda,3,127308.65,0.05,Web,362829.65,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0
50302,1045,2024-02-17,Tecnología,1,148351.58,0.0,App,148351.58,María Sepúlveda,65.0,La Serena,2022-04-23,Belleza,1013193.0
50303,1220,2024-05-20,Belleza,3,61813.89,0.2,App,148353.34,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0
50304,1099,2024-10-25,Tecnología,5,22205.03,0.05,Web,105473.89,Catalina González,57.0,Puerto Montt,2022-08-13,Deportes,862764.0
50305,1249,2024-06-08,Tecnología,5,99656.53,0.1,Marketplace,448454.38,Camila Díaz,66.0,Valparaíso,2023-04-28,Moda,1174207.0
50306,1015,2024-12-25,Moda,1,249434.4,0.0,Marketplace,249434.4,María Soto,28.0,La Serena,2024-02-15,Belleza,675193.0
50307,1247,2024-01-22,Tecnología,2,242339.47,0.05,Web,460444.99,Camila Rodríguez,66.0,Valparaíso ,2024-08-14,Libros,1287879.0
50308,1199,2024-10-01,Libros,1,64873.3,0.05,App,61629.64,Fernanda Sepúlveda,42.0,Valparaíso,2023-08-23,Hogar,1071786.0
50309,1128,2024-12-30,Libros,5,96443.42,0.05,Web,458106.24,María Soto,26.0,Valparaíso,2023-06-03,Deportes,983237.0
50310,1228,2024-06-05,Moda,4,60392.92,0.15,Marketplace,205335.93,Matías Martínez,26.0,Valparaíso,2024-02-23,tecnologia,944883.0
50311,1105,2024-05-01,Hogar,5,24063.72,0.0,App,120318.6,Diego Torres,36.0,Concepción,2024-03-19,Tecnología,335011.0
50312,1278,2024-04-08,Moda,2,13782.05,0.05,Marketplace,26185.89,Matías Hernández,62.0,Concepción,2024-12-27,Belleza,1412123.0
50313,1262,2024-11-03,Libros,2,62812.25,0.15,App,106780.82,María Silva,36.0,Valparaíso,2024-06-10,Belleza,456539.0
50314,1043,2024-01-23,Deportes,5,15521.84,0.15,Web,65967.82,Juan López,53.0,Puerto Montt,2022-08-01,Hogar,828432.0
50315,1053,2024-02-20,Libros,1,241188.57,0.0,Web,241188.57,Fernanda Torres,29.0,Antofagasta,2024-10-24,Deportes,910291.0
50316,1141,2024-06-17,Deportes,1,133861.25,0.1,App,120475.12,Matías Fuentes,56.0,Temuco,2023-03-04,Hogar,777672.0
50317,1048,2024-06-21,Moda,4,178151.83,0.0,App,712607.32,Camila Hernández,40.0,Puerto Montt,2023-08-30,Hogar,999166.0
50318,1101,2024-11-11,Hogar,3,54145.05,0.05,Web,154313.39,Pedro Hernández,,Antofagasta,2024-10-03,Libros,655427.0
50319,1192,2024-11-02,Tecnología,5,227467.11,0.05,App,1080468.77,Benjamín Fuentes,64.0,Rancagua,2023-08-14,Deportes,300000.0
50320,1221,2024-01-28,Moda,5,1041857.05,0.0,Marketplace,8334856.4,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0
50321,1114,2024-02-06,Libros,4,145871.27,0.2,App,466788.06,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0
50322,1285,2024-08-04,Libros,1,186381.25,0.0,App,186381.25,Pedro Díaz,63.0,Puerto Montt,2022-07-21,Deportes,547488.0
50323,1173,2024-06-02,Deportes,4,15435.15,0.1,Marketplace ,55566.54,Juan Rojas,67.0,Concepción,2024-06-14,Hogar,844909.0
50324,1124,2024-06-10,Moda,2,142682.9,0.0,App,285365.8,Benjamín López,46.0,Rancagua,2023-11-07,Libros,661684.0
50325,1093,2024-12-02,Moda,5,173823.19,0.05,Marketplace,825660.15,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0
50326,1224,2024-10-29,Tecnología,1,226409.91,0.0,Web,226409.91,Juan Hernández,62.0,Puerto Montt,2023-04-23,Deportes,1018051.0
50327,1169,2024-07-04,Hogar,2,48176.93,0.0,App,96353.86,Camila Martínez,46.0,La Serena,2023-08-06,Libros,1426539.0
50328,1018,2024-08-21,Deportes,1,168259.56,0.0,Marketplace,168259.56,Daniela Rodríguez,32.0,La Serena,2023-12-01,Moda,881616.0
50329,1236,2024-07-29,Deportes,4,198857.6,0.1,App,715887.36,Juan Torres,69.0,Antofagasta,2022-08-19,Libros,465046.0
50330,1054,2024-07-22,Deportes,2,185184.41,0.0,App,370368.82,Diego Díaz,55.0,Antofagasta,2022-05-18,Deportes,747340.0
50331,1027,2024-06-04,Deportes,1,89847.92,0.05,Marketplace,85355.52,Pedro Morales,25.0,CONCEPCIÓN,2024-08-21,Moda,618112.0
50332,1170,2024-10-13,Libros,4,235511.09,0.2,Marketplace,753635.49,Valentina Sepúlveda,53.0,Rancagua,2023-11-11,Tecnología,1009803.0
50333,1115,2024-08-16,Deportes,2,133987.94,0.0,App,267975.88,Valentina Hernández,35.0,Temuco,2024-10-06,Hogar,819816.0
50334,1288,2024-06-05,Hogar,4,195178.15,0.2,Web,624570.08,Valentina Rojas,,Antofagasta,2022-06-11,Moda,826286.0
50335,1072,2024-02-08,Belleza,5,131920.92,0.0,App,659604.6,Sofía Díaz,62.0,Antofagasta,2022-10-21,Moda,719718.0
50336,1223,2024-01-29,Tecnología,3,81438.84,0.0,App,244316.52,Sofía Rojas,66.0,Valparaíso,2024-05-03,Belleza,384170.0
50337,1257,2024-11-15,Deportes,4,112969.86,0.0,App,451879.44,Daniela Díaz,54.0,Santiago,2023-10-10,Belleza,532963.0
50338,1175,2024-11-10,Hogar,5,83621.76,0.0,App,418108.8,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0
50339,1111,2024-10-15,Deportes,3,141851.54,0.05,Web,404276.89,Javiera Fuentes,42.0,La Serena,2023-08-03,Belleza,1441947.0
50340,1055,2024-01-18,Hogar,1,54337.99,0.05,Web,51621.09,Antonia Contreras,66.0,Concepción,2023-02-15,Deportes,1143175.0
50341,1294,2024-06-18,Libros,2,121996.72,0.05,Web,231793.77,Diego Martínez,,Santiago,2024-11-13,Libros,855625.0
50342,1246,2024-11-08,Hogar,3,29091.16,0.0,App,87273.48,Valentina Muñoz,62.0,La Serena,2024-03-02,Libros,854212.0
50343,1213,2024-11-02,Tecnología,5,143543.9,0.0,App,717719.5,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0
50344,1261,2024-05-22,Moda,4,218169.95,0.0,Web,872679.8,Diego Pérez,27.0,La Serena,2023-03-22,Tecnología,889303.0
50345,1103,2024-08-12,Deportes,2,156795.72,0.0,Web,313591.44,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0
50346,1133,2024-02-06,Deportes,2,118965.21,0.15,Marketplace,202240.86,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0
50347,1279,2024-05-05,Hogar,2,247744.32,0.05,Web,470714.21,Catalina González,62.0,Rancagua,2022-06-25,Moda,968216.0
50348,1220,2024-04-15,Libros,4,185880.16,0.1,Web,669168.58,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0
50349,1133,2024-01-04,Hogar,3,28667.46,0.0,Web,86002.38,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0
50350,1008,2024-01-27,Tecnología,1,247269.86,0.0,Web,247269.86,Sofía González,23.0,Temuco,2024-12-31,Tecnología,645729.0
50351,1270,2024-01-09,Tecnología,1,197375.61,0.1,Marketplace,177638.05,Benjamín López,42.0,Rancagua,2023-06-16,Moda,479034.0
50352,1169,2024-01-31,Hogar,3,172304.54,0.1,App,465222.26,Camila Martínez,46.0,La Serena,2023-08-06,Libros,1426539.0
50353,1168,2024-08-29,Belleza,3,132696.57,0.0,Web,398089.71,Benjamín Muñoz,36.0,Antofagasta,2024-11-07,Moda,636805.0
50354,1079,2024-04-14,Belleza,3,178109.76,0.2,Web,427463.42,Antonia Díaz,41.0,La Serena,2024-11-18,Libros,1195827.0
50355,1213,2024-04-12,Hogar,4,78800.23,0.15,App,267920.78,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0
50356,1114,2024-09-14,Deportes,1,162154.23,0.05,App,154046.52,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0
50357,1106,2024-06-19,Libros,3,226254.59,0.05,Web,644825.58,Sofía Morales,25.0,Antofagasta,2023-11-26,Belleza,825222.0
50358,1002,2024-02-13,Belleza,2,163043.49,0.05,Marketplace,309782.63,Juan Contreras,33.0,Santiago,2024-04-09,Belleza,850503.0
50359,1181,2024-09-03,Belleza,1,185063.61,0.1,Web,166557.25,María González,29.0,Antofagasta,2023-08-13,Belleza,528347.0
50360,1254,2024-12-28,Tecnología,3,119108.23,0.0,App,357324.69,Daniela Pérez,,Antofagasta,2022-03-07,Belleza,933244.0
50361,1228,2024-02-02,Hogar,3,198796.9,0.15,Web,506932.1,Matías Martínez,26.0,Valparaíso,2024-02-23,tecnologia,944883.0
50362,1214,2024-08-05,Hogar,3,61780.94,0.2,Web,148274.26,Tomás Díaz,61.0,Concepción,2023-05-23,Libros,976952.0
50363,1045,2024-09-28,Libros,1,210706.96,0.1,App,189636.26,María Sepúlveda,65.0,La Serena,2022-04-23,Belleza,1013193.0
50364,1295,2024-09-27,Deportes,2,116655.22,0.0,App,233310.44,Fernanda Contreras,47.0,Valparaíso,2023-12-15,Belleza,564383.0
50365,1138,2024-03-04,Moda,4,110517.85,0.0,Marketplace,442071.4,Benjamín Torres,36.0,La Serena,2024-08-03,Belleza,1015709.0
50366,1145,2024-11-08,Hogar,2,158265.74,0.2,Web,253225.18,Juan Martínez,38.0,Puerto Montt,2023-02-21,Belleza,990452.0
50367,1133,2024-01-03,Deportes,1,192915.38,0.05,App,183269.61,Pedro Martínez,52.0,Puerto Montt,2024-07-18,moda ,1345570.0
50368,1057,2024-02-15,Tecnología,1,66748.46,0.05,Marketplace,63411.04,Tomás Hernández,40.0,La Serena,2023-10-06,Tecnología,569729.0
50369,1040,2024-08-03,Tecnología,3,42052.09,,Web,113540.64,María Rojas,21.0,Concepción,2023-10-14,Moda,1162066.0
50370,1013,2024-01-17,Libros,4,19033.87,0.15,App,64715.16,Daniela Muñoz,35.0,Temuco,2024-01-27,Belleza,824775.0
50371,1039,2024-10-12,Moda,2,189194.54,0.05,Marketplace,359469.63,Camila López,55.0,Concepción,2022-05-15,Libros,938781.0
50372,1075,2024-09-01,Deportes,2,60792.31,0.0,Web,121584.62,Daniela Soto,29.0,Antofagasta,2024-02-10,Deportes,930622.0
50373,1024,2024-07-06,Moda,3,67875.14,0.0,Marketplace,203625.42,María Díaz,50.0,Rancagua,2022-01-25,Deportes,935175.0
50374,1049,2024-01-25,Tecnología,3,55290.49,0.15,Web,140990.75,Daniela Hernández,42.0,Valparaíso,2024-04-15,moda ,981227.0
50375,1276,2024-07-16,Tecnología,1,46419.99,0.0,App,46419.99,Daniela Silva,18.0,Santiago,2024-02-24,Deportes,1246470.0
50376,1255,2024-10-08,Tecnología,1,105562.43,0.2,Web,84449.94,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0
50377,1223,2024-06-22,Deportes,4,113202.19,0.15,App,384887.45,Sofía Rojas,66.0,Valparaíso,2024-05-03,Belleza,384170.0
50378,1089,2024-11-18,Libros,4,139254.22,0.05,App,529166.04,Fernanda González,64.0,Puerto Montt,2022-04-06,Moda,511983.0
50379,1265,2024-10-20,Tecnología,3,91347.82,0.0,App,274043.46,Tomás González,64.0,Temuco,2023-06-15,Hogar,684846.0
50380,1127,2024-12-30,Deportes,3,173831.71,0.0,Web,521495.13,Juan Martínez,23.0,La Serena,2024-06-06,Hogar,1106663.0
