id_transaccion,id_cliente,fecha_transaccion,fecha_registro,nombre,edad,grupo_edad,ciudad,region,macrozona,segmento_cliente,canal_adquisicion,canal_venta,categoria_producto,categoria_favorita,cantidad,precio_unitario,descuento_pct,monto_bruto,monto_descuento,monto_compra,ingreso_estimado,score_fidelizacion,nivel_fidelizacion,total_transacciones,gasto_total_cliente,ticket_promedio_cliente,cantidad_total_productos,descuento_promedio_cliente,score_fidelizacion_promedio,ciudad_normalizada,metodo_pago_preferido,outlier_precio_unitario_iqr,outlier_precio_unitario_zscore,outlier_monto_compra_iqr,outlier_monto_compra_zscore,antiguedad_cliente_dias,codigo_macrozona,compra_con_descuento,score_fidelizacion_norm,rango_monto_compra
50205,1157,2024-10-02,2022-01-04,Camila Soto,18,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Bronce,Instagram,App,Belleza,Deportes,4,212566.2,0.2,850264.8,170052.96000000002,680211.84,835644.0,97,Alta,10,4106617.19,410661.719,36,0.10500000000000001,97.0,puerto montt,Tarjeta crédito,False,False,False,False,1002,3,Sí,0.95,Muy alto
50206,1133,2024-12-21,2024-07-18,Pedro Martínez,52,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Bronce,Orgánico,Web,Hogar,Moda,5,97894.73,0.2,489473.65,97894.73,391578.92,1345570.0,90,Alta,8,2980862.1999999997,372607.77499999997,23,0.08125,90.0,puerto montt,Tarjeta crédito,False,False,False,False,156,3,Sí,0.8333333333333334,Alto
50207,1146,2024-03-12,2022-09-10,Valentina Rojas,55,45-59,Valparaíso,Sin información,Sin información,Bronce,Referido,App,Moda,Moda,5,150244.97,0.15,751224.85,112683.7275,638541.12,995262.0,56,Baja,3,1068150.84,356050.28,8,0.09999999999999999,56.0,valparaiso,Tarjeta débito,False,False,False,False,549,0,Sí,0.2666666666666666,Muy alto
50208,1081,2024-09-20,2024-07-31,Camila Sepúlveda,27,18-29,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Bronce,Instagram,Web,Belleza,Deportes,4,55023.75,0.0,220095.0,0.0,220095.0,931968.0,54,Baja,3,706637.65,235545.88333333333,10,0.06666666666666667,54.0,temuco,Transferencia,False,False,False,False,51,3,No,0.2333333333333333,Medio
50209,1211,2024-12-17,2023-08-08,Daniela González,33,30-44,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Plata,Orgánico,Web,Moda,Deportes,3,120741.23,0.15,362223.69,54333.5535,307890.14,753326.0,78,Media,5,1330337.44,266067.488,10,0.06999999999999999,78.0,temuco,Tarjeta crédito,False,False,False,False,497,3,Sí,0.6333333333333333,Alto
50210,1181,2024-07-10,2023-08-13,María González,29,18-29,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Instagram,Marketplace,Deportes,Belleza,1,161585.95,0.0,161585.95,0.0,161585.95,528347.0,89,Alta,6,2141008.38,356834.73,11,0.041666666666666664,89.0,antofagasta,Tarjeta débito,False,False,False,False,332,1,No,0.8166666666666667,Medio
50211,1210,2024-02-08,2023-05-28,Catalina Muñoz,20,18-29,Rancagua,RegiÃ³n de O'Higgins,Centro,Oro,Google Ads,App,Moda,Moda,5,143887.71,0.05,719438.5499999999,35971.9275,683466.62,541942.0,84,Media,4,2171030.91,542757.7275,16,0.1375,84.0,rancagua,Transferencia,False,False,False,False,256,2,Sí,0.7333333333333333,Muy alto
50212,1211,2024-08-16,2023-08-08,Daniela González,33,30-44,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Plata,Orgánico,Marketplace,Hogar,Deportes,1,196722.07,0.1,196722.07,19672.207,177049.86,753326.0,78,Media,5,1330337.44,266067.488,10,0.06999999999999999,78.0,temuco,Tarjeta crédito,False,False,False,False,374,3,Sí,0.6333333333333333,Medio
50213,1161,2024-02-28,2023-01-20,Vicente Torres,45,45-59,Antofagasta,RegiÃ³n de Antofagasta,Norte,Oro,Facebook,App,Deportes,Moda,4,177654.11,0.05,710616.44,35530.822,675085.62,1276579.0,95,Alta,7,3637180.77,519597.2528571429,26,0.07857142857142858,95.0,antofagasta,Tarjeta crédito,False,False,False,False,404,1,Sí,0.9166666666666666,Muy alto
50214,1082,2024-06-03,2023-01-10,Camila López,55,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Instagram,App,Moda,Libros,3,113272.11,0.15,339816.33,50972.4495,288843.88,591306.0,99,Alta,2,513083.99,256541.995,7,0.125,99.0,la serena,Tarjeta crédito,False,False,False,False,510,1,Sí,0.9833333333333332,Medio
50215,1299,2024-12-21,2023-01-31,Valentina Morales,31,30-44,Valparaíso,Sin información,Sin información,Premium,Instagram,Web,Moda,Hogar,1,17216.61,0.0,17216.61,0.0,17216.61,300000.0,56,Baja,8,2338658.29,292332.28625,24,0.05625,56.0,valparaiso,Tarjeta crédito,False,False,False,False,690,0,No,0.2666666666666666,Bajo
50216,1116,2024-03-25,2023-02-03,María Torres,36,30-44,Concepción,Sin información,Sin información,Oro,Orgánico,App,Moda,Libros,1,143630.39,0.05,143630.39,7181.519500000001,136448.87,778801.0,79,Media,3,232099.3,77366.43333333333,6,0.03333333333333333,79.0,concepcion,Transferencia,False,False,False,False,416,0,Sí,0.65,Bajo
50217,1074,2024-12-15,2024-11-29,Sofía Torres,64,60+,Santiago,RegiÃ³n Metropolitana,Centro,Oro,Referido,Web,Libros,Moda,2,56364.37,0.0,112728.74,0.0,112728.74,1020788.0,97,Alta,3,869711.9,289903.9666666667,10,0.08333333333333333,97.0,santiago,Tarjeta débito,False,False,False,False,16,2,No,0.95,Bajo
50218,1044,2024-10-31,2024-03-29,Matías Hernández,60,60+,Valparaíso,Sin información,Sin información,Bronce,Instagram,App,Libros,Libros,5,38825.18,0.2,194125.9,38825.18,155300.72,954839.0,54,Baja,3,552916.4,184305.46666666667,13,0.16666666666666666,54.0,valparaiso,Tarjeta débito,False,False,False,False,216,0,Sí,0.2333333333333333,Medio
50219,1164,2024-05-09,2023-08-31,Tomás Sepúlveda,69,60+,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Referido,Marketplace,Moda,Deportes,4,359164.20375,0.0,1436656.815,0.0,1107260.74625,578384.0,47,Baja,2,1890029.99625,945014.998125,9,0.075,47.0,santiago,PayPal,True,True,True,True,252,2,No,0.1166666666666666,Muy alto
50220,1125,2024-02-17,2024-10-06,Tomás Pérez,31,30-44,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Referido,Marketplace,Libros,Tecnología,3,222904.47,0.05,668713.41,33435.6705,635277.74,1312885.0,71,Media,5,2334404.45,466880.89,16,0.08,71.0,santiago,Transferencia,False,False,False,False,-232,2,Sí,0.5166666666666667,Muy alto
50221,1014,2024-12-21,2022-11-19,Diego Fuentes,56,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Premium,Instagram,Marketplace,Tecnología,Belleza,4,71385.34,0.0,285541.36,0.0,285541.36,871419.0,100,Alta,4,1178155.85,294538.9625,10,0.0625,100.0,puerto montt,Transferencia,False,False,False,False,763,3,No,1.0,Medio
50222,1112,2024-10-13,2024-10-20,Vicente Rojas,52,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Premium,Orgánico,Web,Belleza,Libros,4,220859.13,0.05,883436.52,44171.826,839264.69,514152.0,91,Alta,2,1138852.23,569426.115,9,0.07500000000000001,91.0,santiago,PayPal,False,False,False,False,-7,2,Sí,0.85,Muy alto
50223,1298,2024-11-09,2023-11-27,Camila Díaz,39,30-44,Valparaíso,Sin información,Sin información,Plata,Facebook,App,Deportes,Tecnología,1,141040.19,0.15,141040.19,21156.0285,119884.16,924876.0,69,Media,3,639320.13,213106.71,9,0.15,69.0,valparaiso,Tarjeta débito,False,False,False,False,348,0,Sí,0.4833333333333333,Bajo
50224,1132,2024-08-01,2022-11-18,Antonia Pérez,56,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Facebook,Marketplace,Hogar,Tecnología,4,201889.01,0.15,807556.04,121133.406,686422.63,1042131.0,64,Baja,3,2020884.1,673628.0333333333,13,0.09999999999999999,64.0,puerto montt,PayPal,False,False,False,False,622,3,Sí,0.4,Muy alto
50225,1298,2024-03-04,2023-11-27,Camila Díaz,39,30-44,Valparaíso,Sin información,Sin información,Plata,Facebook,Web,Tecnología,Tecnología,4,112934.08,0.1,451736.32,45173.632000000005,406562.69,924876.0,69,Media,3,639320.13,213106.71,9,0.15,69.0,valparaiso,Tarjeta débito,False,False,False,False,98,0,Sí,0.4833333333333333,Alto
50226,1093,2024-01-17,2023-06-11,Juan Pérez,36,30-44,Concepción,Sin información,Sin información,Oro,Facebook,App,Moda,Moda,5,106225.28,0.15,531126.4,79668.96,451457.44,1178187.0,89,Alta,10,4139146.45,413914.645,34,0.06,89.0,concepcion,Tarjeta crédito,False,False,False,False,220,0,Sí,0.8166666666666667,Alto
50227,1297,2024-10-24,2023-03-20,Diego Rojas,49,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Google Ads,Web,Deportes,Belleza,1,123688.04,0.05,123688.04,6184.402,117503.64,1033414.0,42,Baja,9,3682702.7800000003,409189.1977777778,30,0.044444444444444446,42.0,la serena,Transferencia,False,False,False,False,584,1,Sí,0.0333333333333333,Bajo
50228,1149,2024-12-28,2024-05-07,Tomás Torres,26,18-29,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Referido,Marketplace,Deportes,Belleza,5,45254.74,0.05,226273.7,11313.685,214960.02,808063.0,65,Media,5,1505250.04,301050.00800000003,16,0.030000000000000006,65.0,santiago,Tarjeta crédito,False,False,False,False,235,2,Sí,0.4166666666666667,Medio
50229,1008,2024-11-09,2024-12-31,Sofía González,23,18-29,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Plata,Facebook,App,Moda,Tecnología,2,186826.3,0.05,373652.6,18682.63,354969.97,645729.0,62,Baja,3,617525.0599999999,205841.68666666665,5,0.03333333333333333,62.0,temuco,Transferencia,False,False,False,False,-52,3,Sí,0.3666666666666666,Alto
50230,1279,2024-02-13,2022-06-25,Catalina González,62,60+,Rancagua,RegiÃ³n de O'Higgins,Centro,Plata,Instagram,Marketplace,Tecnología,Moda,1,94902.64,0.1,94902.64,9490.264,85412.38,968216.0,45,Baja,4,904730.0,226182.5,10,0.075,45.0,rancagua,Tarjeta crédito,False,False,False,False,598,2,Sí,0.0833333333333333,Bajo
50231,1023,2024-12-07,2023-05-06,Valentina Díaz,53,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Bronce,Orgánico,App,Deportes,Libros,5,130363.38,0.05,651816.9,32590.845,619226.06,382581.0,88,Alta,5,2622507.66,524501.532,15,0.05,88.0,santiago,PayPal,False,False,False,False,581,2,Sí,0.8,Muy alto
50232,1263,2024-07-06,2024-10-02,Matías López,52,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Premium,Orgánico,App,Libros,Deportes,1,12432.79,0.0,12432.79,0.0,12432.79,954251.0,71,Media,4,901571.56,225392.89,10,0.025,71.0,puerto montt,Tarjeta crédito,False,False,False,False,-88,3,No,0.5166666666666667,Bajo
50233,1296,2024-12-24,2024-02-22,Diego Martínez,49,45-59,Antofagasta,RegiÃ³n de Antofagasta,Norte,Bronce,Referido,App,Deportes,Libros,3,38925.8,0.0,116777.4,0.0,116777.4,933572.0,67,Media,5,1104270.48,220854.096,13,0.039999999999999994,67.0,antofagasta,Tarjeta crédito,False,False,False,False,306,1,No,0.45,Bajo
50234,1288,2024-03-09,2022-06-11,Valentina Rojas,44,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Bronce,Referido,App,Deportes,Moda,3,136297.98,0.1,408893.94000000006,40889.39400000001,368004.55,826286.0,71,Media,5,2010377.03,402075.406,17,0.13999999999999999,71.0,antofagasta,Transferencia,False,False,False,False,637,1,Sí,0.5166666666666667,Alto
50235,1084,2024-08-10,2022-01-30,Matías Torres,59,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Referido,App,Tecnología,Deportes,5,230923.45,0.15,1154617.25,173192.5875,981424.66,751245.0,66,Media,7,2938304.0,419757.71428571426,26,0.1,66.0,la serena,Tarjeta crédito,False,False,False,False,923,1,Sí,0.4333333333333333,Muy alto
50236,1213,2024-02-03,2023-01-30,Juan Morales,64,60+,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Oro,Facebook,App,Hogar,Hogar,2,83576.14,0.05,167152.28,8357.614,158794.67,641985.0,72,Media,9,3761859.27,417984.36333333334,31,0.07777777777777778,72.0,puerto montt,PayPal,False,False,False,False,369,3,Sí,0.5333333333333333,Medio
50237,1016,2024-10-08,2022-01-23,Tomás Sepúlveda,52,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Oro,Google Ads,Web,Tecnología,Deportes,4,105624.22,0.1,422496.88,42249.688,380247.19,760815.0,74,Media,5,824994.25,164998.85,13,0.06000000000000001,74.0,puerto montt,Tarjeta crédito,False,False,False,False,989,3,Sí,0.5666666666666667,Alto
50238,1192,2024-10-26,2023-08-14,Benjamín Fuentes,64,60+,Rancagua,RegiÃ³n de O'Higgins,Centro,Bronce,Orgánico,App,Libros,Deportes,2,177904.88,0.0,355809.76,0.0,355809.76,300000.0,48,Baja,4,2169376.94,542344.235,12,0.075,48.0,rancagua,Transferencia,False,False,False,False,439,2,No,0.1333333333333333,Alto
50239,1220,2024-09-11,2024-08-17,Antonia Pérez,54,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Oro,Instagram,Marketplace,Hogar,Moda,4,212484.88,0.0,849939.52,0.0,849939.52,528664.0,67,Media,6,3222827.26,537137.8766666666,20,0.10000000000000002,67.0,puerto montt,Tarjeta crédito,False,False,False,False,25,3,No,0.45,Muy alto
50240,1079,2024-12-09,2024-11-18,Antonia Díaz,41,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Plata,Google Ads,Marketplace,Deportes,Libros,2,103689.2,0.15,207378.4,31106.76,176271.64,1195827.0,71,Media,5,1732935.8399999999,346587.16799999995,15,0.1,71.0,la serena,Tarjeta débito,False,False,False,False,21,1,Sí,0.5166666666666667,Medio
50241,1267,2024-10-22,2024-05-21,Fernanda López,52,45-59,Valparaíso,Sin información,Sin información,Premium,Referido,App,Belleza,Hogar,2,186837.75,0.2,373675.5,74735.1,478304.64,1201143.0,70,Media,3,822298.77,274099.59,5,0.10000000000000002,70.0,valparaiso,Tarjeta débito,False,False,False,False,154,0,Sí,0.5,Alto
50242,1297,2024-12-04,2023-03-20,Diego Rojas,49,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Google Ads,App,Belleza,Belleza,5,200957.8,0.05,1004789.0,50239.45,954549.55,1033414.0,42,Baja,9,3682702.7800000003,409189.1977777778,30,0.044444444444444446,42.0,la serena,Transferencia,False,False,False,False,625,1,Sí,0.0333333333333333,Muy alto
50243,1273,2024-08-20,2022-11-14,Juan Torres,18,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Oro,Orgánico,App,Tecnología,Deportes,1,201224.76,0.2,201224.76,40244.952000000005,160979.81,1161524.0,48,Baja,5,1783964.6400000001,356792.928,14,0.08,48.0,puerto montt,Tarjeta crédito,False,False,False,False,645,3,Sí,0.1333333333333333,Medio
50244,1206,2024-09-09,2024-11-23,Pedro Torres,26,18-29,Santiago,RegiÃ³n Metropolitana,Centro,Oro,Orgánico,Marketplace,Deportes,Tecnología,5,242268.34,0.1,1211341.7,121134.17,1090207.53,683208.0,58,Baja,4,2457296.63,614324.1575,17,0.1125,58.0,santiago,Tarjeta crédito,False,False,False,False,-75,2,Sí,0.3,Muy alto
50245,1028,2024-07-12,2024-02-02,Benjamín Silva,40,30-44,Valparaíso,Sin información,Sin información,Oro,Google Ads,App,Hogar,Belleza,1,155924.06,0.15,155924.06,23388.609,132535.45,749816.0,74,Media,2,304110.57,152055.285,4,0.075,74.0,valparaiso,Tarjeta crédito,False,False,False,False,161,0,Sí,0.5666666666666667,Bajo
50246,1190,2024-12-07,2023-03-14,Sofía Silva,39,30-44,Valparaíso,Sin información,Sin información,Oro,Orgánico,Marketplace,Tecnología,Tecnología,2,15533.28,0.15,31066.56,4659.984,26406.58,1199974.0,45,Baja,6,2181409.32,363568.22,20,0.11666666666666665,45.0,valparaiso,PayPal,False,False,False,False,634,0,Sí,0.0833333333333333,Bajo
50247,1186,2024-09-10,2023-10-21,Antonia Rodríguez,22,18-29,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Bronce,Instagram,Marketplace,Belleza,Moda,5,47107.86,0.05,235539.3,11776.965,223762.34,1144053.0,85,Alta,6,2135572.71,355928.785,21,0.125,85.0,temuco,Tarjeta débito,False,False,False,False,325,3,Sí,0.75,Medio
50248,1159,2024-03-09,2022-03-04,Benjamín Pérez,22,18-29,Desconocida,Sin información,Sin información,Plata,Google Ads,Marketplace,Tecnología,Libros,4,23571.26,0.05,94285.04,4714.252,89570.79,781103.0,57,Baja,3,649629.23,216543.07666666666,14,0.05000000000000001,57.0,desconocida,Tarjeta débito,False,False,False,False,736,0,Sí,0.2833333333333333,Bajo
50249,1155,2024-11-24,2024-09-08,Javiera Fuentes,57,45-59,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Oro,Facebook,Web,Libros,Tecnología,5,45585.3,0.2,227926.5,45585.3,182341.2,708074.0,65,Media,6,2314700.14,385783.3566666667,18,0.10000000000000002,65.0,temuco,PayPal,False,False,False,False,77,3,Sí,0.4166666666666667,Medio
50250,1013,2024-04-09,2024-01-27,Daniela Muñoz,35,30-44,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Bronce,Orgánico,Web,Libros,Belleza,1,186009.96,0.05,186009.96,9300.498,176709.46,824775.0,70,Media,3,586869.3200000001,195623.1066666667,9,0.08333333333333333,70.0,temuco,Tarjeta débito,False,False,False,False,73,3,Sí,0.5,Medio
50251,1062,2024-12-20,2022-08-08,Javiera Soto,22,18-29,Concepción,Sin información,Sin información,Oro,Referido,App,Moda,Moda,2,227098.64,0.0,454197.28,0.0,454197.28,1019489.0,64,Baja,1,454197.28,454197.28,2,0.0,64.0,concepcion,Tarjeta débito,False,False,False,False,865,0,No,0.4,Alto
50252,1297,2024-01-17,2023-03-20,Diego Rojas,49,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Google Ads,App,Belleza,Belleza,2,20114.45,0.0,40228.9,0.0,40228.9,1033414.0,42,Baja,9,3682702.7800000003,409189.1977777778,30,0.044444444444444446,42.0,la serena,Transferencia,False,False,False,False,303,1,No,0.0333333333333333,Bajo
50253,1056,2024-06-29,2022-05-21,Benjamín Rojas,32,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Oro,Google Ads,Marketplace,Tecnología,Moda,3,47150.9,0.05,141452.7,7072.635000000001,134380.06,541550.0,60,Baja,2,814472.56,407236.28,6,0.025,60.0,antofagasta,Tarjeta crédito,False,False,False,False,770,1,Sí,0.3333333333333333,Bajo
50254,1247,2024-06-06,2024-08-14,Camila Rodríguez,66,60+,Valparaíso,Sin información,Sin información,Oro,Referido,Web,Moda,Libros,5,6185.96,0.0,30929.8,0.0,30929.8,1287879.0,77,Media,6,1314688.22,219114.70333333334,16,0.05000000000000001,77.0,valparaiso,Tarjeta crédito,False,False,False,False,-69,0,No,0.6166666666666667,Bajo
50255,1180,2024-08-26,2022-03-27,Pedro Martínez,57,45-59,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Oro,Orgánico,App,Moda,Tecnología,4,16176.94,0.15,64707.76,9706.164,55001.6,1278579.0,57,Baja,5,2421599.4562500003,484319.89125000004,20,0.1,57.0,temuco,Transferencia,False,False,False,False,883,3,Sí,0.2833333333333333,Bajo
50256,1136,2024-07-08,2024-04-22,Daniela Muñoz,29,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Oro,Referido,App,Deportes,Libros,5,197463.26,0.2,987316.3,197463.26,789853.04,781192.0,97,Alta,3,1486805.12,495601.7066666667,10,0.16666666666666666,97.0,puerto montt,Tarjeta débito,False,False,False,False,77,3,Sí,0.95,Muy alto
50257,1262,2024-05-25,2024-06-10,María Silva,36,30-44,Valparaíso,Sin información,Sin información,Premium,Facebook,Web,Moda,Belleza,1,170189.69,0.15,170189.69,25528.4535,144661.24,456539.0,57,Baja,6,1414069.33,235678.22166666668,17,0.08333333333333333,57.0,valparaiso,Tarjeta débito,False,False,False,False,-16,0,Sí,0.2833333333333333,Medio
50258,1132,2024-04-30,2022-11-18,Antonia Pérez,56,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Facebook,Web,Libros,Tecnología,4,206456.62,0.0,825826.48,0.0,825826.48,1042131.0,64,Baja,3,2020884.1,673628.0333333333,13,0.09999999999999999,64.0,puerto montt,PayPal,False,False,False,False,529,3,No,0.4,Muy alto
50259,1215,2024-06-18,2022-09-22,Sofía Díaz,28,18-29,Rancagua,RegiÃ³n de O'Higgins,Centro,Plata,Referido,Marketplace,Deportes,Libros,3,246204.79,0.2,738614.37,147722.874,590891.5,574547.0,41,Baja,5,2216003.8062500004,443200.7612500001,16,0.11000000000000001,41.0,rancagua,Transferencia,False,False,False,False,635,2,Sí,0.0166666666666666,Muy alto
50260,1097,2024-11-23,2024-11-24,Benjamín Pérez,63,60+,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Premium,Instagram,App,Hogar,Libros,3,139905.15,0.05,419715.45,20985.7725,398729.68,763851.0,98,Alta,3,2077329.29,692443.0966666667,11,0.016666666666666666,98.0,temuco,Tarjeta crédito,False,False,False,False,-1,3,Sí,0.9666666666666668,Alto
50261,1208,2024-11-08,2022-01-15,Catalina Hernández,69,60+,Concepción,Sin información,Sin información,Oro,Referido,Web,Moda,Libros,3,99831.02,0.0,299493.06,0.0,299493.06,963387.0,92,Alta,8,1662980.23,207872.52875,21,0.075,92.0,concepcion,Transferencia,False,False,False,False,1028,0,No,0.8666666666666667,Alto
50262,1209,2024-04-02,2022-06-29,María Fuentes,62,60+,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Referido,Marketplace,Libros,Hogar,4,113874.59,0.0,455498.36,0.0,455498.36,1064666.0,42,Baja,3,682969.17,227656.39,7,0.016666666666666666,42.0,antofagasta,Tarjeta débito,False,False,False,False,643,1,No,0.0333333333333333,Alto
50263,1157,2024-12-12,2022-01-04,Camila Soto,18,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Bronce,Instagram,App,Libros,Deportes,2,107978.7,0.15,215957.4,32393.61,183563.79,835644.0,97,Alta,10,4106617.19,410661.719,36,0.10500000000000001,97.0,puerto montt,Tarjeta crédito,False,False,False,False,1073,3,Sí,0.95,Medio
50264,1286,2024-09-25,2023-01-02,Camila Soto,35,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Referido,Web,Deportes,Deportes,5,13436.08,0.0,67180.4,0.0,67180.4,1119277.0,66,Media,4,1242592.85,310648.2125,16,0.0875,66.0,antofagasta,Tarjeta crédito,False,False,False,False,632,1,No,0.4333333333333333,Bajo
50265,1206,2024-06-25,2024-11-23,Pedro Torres,26,18-29,Santiago,RegiÃ³n Metropolitana,Centro,Oro,Orgánico,App,Libros,Tecnología,5,235635.61,0.1,1178178.0499999998,117817.805,1060360.24,683208.0,58,Baja,4,2457296.63,614324.1575,17,0.1125,58.0,santiago,Tarjeta crédito,False,False,False,False,-151,2,Sí,0.3,Muy alto
50266,1148,2024-02-17,2024-01-18,Tomás Soto,61,60+,Desconocida,Sin información,Sin información,Oro,Instagram,Web,Libros,Libros,5,234891.04,0.05,1174455.2,58722.76,1107260.74625,452063.0,55,Baja,5,2125139.7062500003,425027.94125000003,16,0.06,55.0,desconocida,Transferencia,False,False,True,False,30,0,Sí,0.25,Muy alto
50267,1151,2024-05-31,2022-06-04,Valentina Muñoz,28,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Oro,Referido,App,Belleza,Deportes,1,79883.92,0.0,79883.92,0.0,79883.92,413372.0,79,Media,1,79883.92,79883.92,1,0.0,79.0,puerto montt,Tarjeta débito,False,False,False,False,727,3,No,0.65,Bajo
50268,1002,2024-03-28,2024-04-09,Juan Contreras,33,30-44,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Google Ads,App,Libros,Belleza,2,67180.78,0.05,134361.56,6718.078,127643.48,850503.0,92,Alta,7,3092160.2800000003,441737.1828571429,21,0.042857142857142864,92.0,santiago,Tarjeta débito,False,False,False,False,-12,2,Sí,0.8666666666666667,Bajo
50269,1241,2024-01-07,2022-02-23,Antonia Silva,62,60+,Concepción,Sin información,Sin información,Plata,Google Ads,Marketplace,Tecnología,Tecnología,2,20155.56,0.1,40311.12,4031.112000000001,36280.01,738724.0,68,Media,6,978207.28,163034.54666666666,18,0.08333333333333333,68.0,concepcion,PayPal,False,False,False,False,683,0,Sí,0.4666666666666667,Bajo
50270,1018,2024-03-05,2023-12-01,Daniela Rodríguez,32,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Google Ads,App,Tecnología,Moda,3,181251.48,0.0,543754.4400000001,0.0,543754.44,881616.0,62,Baja,4,1046693.72,261673.43,7,0.0375,62.0,la serena,PayPal,False,False,False,False,95,1,No,0.3666666666666666,Muy alto
50271,1276,2024-03-25,2024-02-24,Daniela Silva,18,18-29,Santiago,RegiÃ³n Metropolitana,Centro,Bronce,Facebook,App,Tecnología,Deportes,4,240564.65,0.05,962258.6,48112.93,914145.67,1246470.0,96,Alta,4,1248112.74,312028.185,7,0.0625,96.0,santiago,Tarjeta crédito,False,False,False,False,30,2,Sí,0.9333333333333332,Muy alto
50272,1053,2024-04-06,2024-10-24,Fernanda Torres,29,18-29,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Orgánico,Marketplace,Belleza,Deportes,5,129976.09,0.05,649880.45,32494.0225,617386.43,910291.0,76,Media,3,902081.2400000001,300693.7466666667,9,0.06666666666666667,76.0,antofagasta,Tarjeta débito,False,False,False,False,-201,1,Sí,0.6,Muy alto
50273,1162,2024-07-27,2023-10-13,Tomás Pérez,68,60+,Concepción,Sin información,Sin información,Oro,Google Ads,App,Libros,Libros,1,19262.99,0.2,19262.99,3852.598,15410.39,719868.0,97,Alta,5,1015673.14,203134.628,13,0.14,97.0,concepcion,Tarjeta débito,False,False,False,False,288,0,Sí,0.95,Bajo
50274,1197,2024-07-29,2023-07-19,Benjamín Martínez,38,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Instagram,App,Moda,Moda,5,223315.12,0.1,1116575.6,111657.56,1004918.04,634631.0,76,Media,6,2373921.49,395653.5816666667,23,0.08333333333333333,76.0,la serena,Tarjeta crédito,False,False,False,False,376,1,Sí,0.6,Muy alto
50275,1243,2024-04-16,2023-01-30,Pedro Torres,20,18-29,Desconocida,Sin información,Sin información,Oro,Instagram,App,Tecnología,Libros,1,206732.57,0.1,206732.57,20673.257,186059.31,732359.0,61,Baja,3,894908.06,298302.6866666667,9,0.03333333333333333,61.0,desconocida,Tarjeta débito,False,False,False,False,442,0,Sí,0.35,Medio
50276,1099,2024-08-17,2022-08-13,Catalina González,57,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Premium,Referido,App,Hogar,Deportes,5,158189.9,0.0,790949.5,0.0,790949.5,862764.0,64,Baja,4,1913836.88,478459.22,16,0.0625,64.0,puerto montt,PayPal,False,False,False,False,735,3,No,0.4,Muy alto
50277,1166,2024-11-19,2022-07-15,Tomás Díaz,41,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Plata,Google Ads,Marketplace,Moda,Hogar,5,104049.99,0.15,520249.95,78037.4925,442212.46,861933.0,72,Media,3,1585746.1199999999,528582.0399999999,12,0.09999999999999999,72.0,la serena,Transferencia,False,False,False,False,858,1,Sí,0.5333333333333333,Alto
